PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_deck,Cabin_num,Cabin_side,TotalServices,Sex
0024_01,1,1,1,62.0,0,0.0,0.0,174.73,0.0,0.0,True,3,2,2,174.73,1.0
0025_01,2,0,1,15.0,0,0.0,225.0,0.0,998.0,0.0,False,6,6,2,1223.0,-1.0
0026_01,1,0,3,34.0,0,22.0,6073.0,0.0,1438.0,328.0,False,3,0,1,7533.0,1.0
0028_01,3,0,1,43.0,0,1125.0,0.0,136.0,48.0,0.0,False,6,8,1,1309.0,1.0
0030_01,2,0,1,32.0,0,0.0,850.0,81.0,437.0,453.0,False,7,4,2,1368.0,0.0
0031_01,3,0,1,47.0,0,214.0,0.0,1411.0,0.0,1229.0,True,6,9,1,1625.0,-1.0
0031_02,3,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,6,9,1,0.0,-1.0
0031_03,3,0,1,20.0,0,224.69,0.0,1750.0,990.0,0.0,True,6,9,1,2964.69,1.0
0034_01,1,1,3,28.0,0,0.0,0.0,0.0,0.0,0.0,True,4,1,2,0.0,1.0
0035_01,3,0,3,23.0,0,784.0,964.0,0.0,951.0,0.0,False,4,1,1,2699.0,0.0
0036_01,2,0,3,15.0,0,0.0,492.0,48.0,20.0,401.0,False,6,8,2,560.0,0.0
0038_01,2,0,3,20.0,0,554.0,195.0,0.0,2606.0,0.0,False,6,10,2,3355.0,0.0
0039_01,2,1,3,30.0,0,0.0,0.0,174.73,0.0,0.0,False,7,1,1,174.73,0.0
0041_01,2,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,True,7,2,1,0.0,0.0
0043_01,1,0,1,45.0,0,0.0,164.0,45.0,2511.0,855.0,False,2,3,1,2720.0,-1.0
0044_01,2,1,1,55.0,0,0.0,0.0,0.0,0.0,0.0,False,7,3,1,0.0,0.0
0044_02,2,1,3,4.0,0,0.0,0.0,0.0,0.0,0.0,True,7,3,1,0.0,1.0
0044_03,2,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,True,7,3,1,0.0,1.0
0045_01,3,0,1,21.0,0,970.0,0.0,180.0,0.0,64.0,False,6,10,1,1150.0,-1.0
0045_02,3,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,6,10,1,0.0,1.0
0050_01,2,0,3,35.0,0,790.0,0.0,0.0,311.14,0.0,False,5,1,2,1101.14,1.0
0051_01,2,0,1,56.0,0,0.0,112.0,0.0,1379.0,127.0,False,5,2,2,1491.0,0.0
0052_01,2,0,1,28.82,0,4.0,0.0,2.0,4683.0,0.0,False,7,6,2,4689.0,0.0
0053_01,2,0,1,25.0,0,0.0,0.0,1938.0,0.0,1.0,True,6,11,2,1938.0,1.0
0056_01,1,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1,2,0.0,-1.0
0056_02,1,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1,2,0.0,-1.0
0056_03,1,0,1,27.0,0,279.0,605.0,3374.0,286.0,3.0,True,1,1,2,4544.0,-1.0
0058_01,2,1,2,36.0,0,0.0,0.0,0.0,0.0,0.0,False,7,7,2,0.0,1.0
0061_01,2,0,1,22.0,0,45.0,1096.0,148.0,1377.0,1.0,False,6,12,2,2666.0,0.0
0062_01,2,0,1,62.0,0,0.0,592.0,0.0,17.0,25.0,False,6,13,2,609.0,0.0
0064_01,3,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,6,14,2,0.0,-1.0
0064_02,2,1,1,33.0,0,0.0,0.0,174.73,0.0,0.0,True,5,3,2,174.73,1.0
0066_01,2,0,1,62.0,0,1.0,153.0,197.0,0.0,460.0,False,7,6,1,351.0,1.0
0067_01,2,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,True,7,10,2,0.0,-1.0
0067_02,2,0,1,18.0,0,1.0,258.0,446.0,0.0,0.0,True,7,10,2,705.0,0.0
0067_03,2,0,3,21.0,0,1946.0,37.0,0.0,0.0,24.0,False,6,15,2,1983.0,0.0
0068_01,3,0,1,28.82,0,793.0,0.0,2.0,253.0,0.0,False,5,4,2,1048.0,-1.0
0069_01,2,0,1,42.0,0,887.0,0.0,9.0,6.0,0.0,True,6,16,2,902.0,-1.0
0070_01,2,0,1,19.0,0,190.0,0.0,5.0,1.0,726.0,False,6,13,1,196.0,-1.0
0071_01,2,0,1,17.0,0,16.0,2165.0,0.0,0.0,52.0,False,6,14,1,2181.0,0.0
0072_01,2,0,1,14.0,0,0.0,1.0,0.0,0.0,1063.0,False,6,17,2,1.0,1.0
0073_01,3,0,2,37.0,0,46.0,83.0,738.0,0.0,12.0,False,4,3,1,867.0,1.0
0074_01,1,0,1,42.0,0,1.0,8397.0,0.0,0.0,506.0,True,3,3,2,8398.0,-1.0
0076_01,3,0,1,27.0,0,147.0,0.0,1018.0,0.0,0.0,True,6,18,2,1165.0,1.0
0077_01,3,0,1,28.0,0,14.0,0.0,1295.0,0.0,0.0,True,6,15,1,1309.0,1.0
0078_01,1,0,1,38.0,0,0.0,5840.0,0.0,321.0,9654.0,False,3,4,2,6161.0,1.0
0081_01,2,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,7,13,2,0.0,0.0
0082_01,3,0,1,42.0,0,7406.0,0.0,0.0,0.0,0.0,False,6,16,1,7406.0,1.0
0082_02,3,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,6,16,1,0.0,-1.0
0082_03,3,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,True,6,16,1,0.0,-1.0
0084_01,2,0,1,24.0,0,688.0,0.0,0.0,0.0,17.0,True,7,14,2,688.0,1.0
0085_01,1,1,1,40.0,0,0.0,0.0,0.0,0.0,0.0,True,3,5,2,0.0,-1.0
0086_01,2,0,1,43.0,0,211.0,0.0,0.0,638.0,513.0,False,6,17,1,849.0,0.0
0088_01,3,1,2,45.0,0,0.0,0.0,0.0,0.0,0.0,True,5,5,2,0.0,-1.0
0090_01,2,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,7,15,2,0.0,0.0
0091_01,2,1,1,26.0,0,224.69,0.0,0.0,0.0,0.0,True,7,16,2,224.69,0.0
0091_02,2,0,1,27.0,0,1.0,697.0,31.0,188.0,0.0,False,6,20,2,917.0,1.0
0092_01,2,0,1,19.0,0,0.0,0.0,670.0,1.0,34.0,False,7,9,1,671.0,0.0
0092_02,2,1,1,0.0,0,0.0,0.0,174.73,0.0,0.0,True,7,9,1,174.73,-1.0
0092_03,2,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,True,7,9,1,0.0,0.0
0097_01,1,0,1,54.0,0,0.0,1208.0,0.0,3.0,637.0,False,1,2,2,1211.0,-1.0
0098_01,2,0,1,26.0,0,0.0,856.0,5.0,32.0,0.0,False,7,11,1,893.0,0.0
0098_02,2,0,1,26.0,0,0.0,2811.0,957.0,0.0,87.0,True,7,11,1,3768.0,-1.0
0099_01,2,0,2,23.0,0,311.0,427.0,526.0,37.0,0.0,False,6,19,1,1301.0,1.0
0099_02,2,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,7,12,1,0.0,0.0
0101_01,3,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,True,6,427,2,0.0,1.0
0102_01,2,0,1,18.0,0,0.0,0.0,0.0,830.0,91.0,False,6,23,2,830.0,0.0
0103_01,2,0,1,24.0,0,0.0,458.08,0.0,0.0,17.0,True,6,24,2,458.08,1.0
0103_02,2,1,3,9.0,0,0.0,0.0,0.0,0.0,0.0,True,7,18,2,0.0,0.0
0103_03,2,1,1,6.0,0,0.0,0.0,0.0,0.0,0.0,False,7,18,2,0.0,0.0
0105_01,2,0,1,27.0,0,0.0,0.0,570.0,2.0,131.0,False,6,21,1,572.0,0.0
0107_01,3,0,1,21.0,0,1743.0,5.0,17.0,0.0,0.0,False,4,2,2,1765.0,-1.0
0108_01,2,1,1,23.0,0,0.0,0.0,0.0,0.0,0.0,False,7,19,2,0.0,0.0
0108_02,2,0,1,31.0,0,562.0,0.0,326.0,0.0,0.0,False,7,19,2,888.0,-1.0
0108_03,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,7,19,2,0.0,0.0
0110_01,1,0,1,32.0,0,0.0,410.0,6.0,3929.0,764.0,False,6,427,2,4345.0,-1.0
0110_02,1,0,1,40.0,0,0.0,331.0,0.0,0.0,1687.0,False,2,5,1,331.0,1.0
0110_03,1,0,1,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True,2,5,1,15495.0,-1.0
0110_04,1,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,2,5,1,0.0,1.0
0111_01,1,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,5,6,2,0.0,1.0
0112_01,1,0,3,48.0,1,0.0,2537.0,87.0,17.0,13.0,True,2,1,2,2641.0,1.0
0113_01,2,0,1,64.0,0,0.0,0.0,804.0,0.0,0.0,True,6,23,1,804.0,0.0
0114_01,2,0,1,27.0,0,82.0,157.0,429.0,238.0,1.0,False,7,20,2,906.0,0.0
0115_01,3,0,1,26.0,0,0.0,0.0,0.0,0.0,304.86,True,6,24,1,0.0,1.0
0116_01,1,0,1,33.0,0,1.0,2223.0,0.0,12.0,404.0,True,4,4,1,2236.0,-1.0
0119_01,2,0,1,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False,1,0,1,2409.0,1.0
0119_02,1,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0,1,0.0,-1.0
0120_01,3,1,1,24.0,0,0.0,0.0,0.0,0.0,304.86,True,6,25,1,0.0,1.0
0122_01,2,0,1,29.0,0,0.0,0.0,0.0,699.0,74.0,False,7,21,2,699.0,0.0
0123_01,2,0,1,18.0,0,55.0,597.0,49.0,0.0,1.0,False,6,27,1,701.0,0.0
0126_01,3,1,1,67.0,0,0.0,0.0,0.0,0.0,0.0,True,6,27,2,0.0,0.0
0127_01,3,0,1,35.0,0,701.0,0.0,296.0,0.0,25.0,False,5,7,2,997.0,1.0
0128_01,3,0,1,61.0,1,2353.0,334.0,9.0,316.0,2.0,False,4,3,2,3012.0,1.0
0128_02,3,0,1,45.0,0,2103.0,6.0,0.0,0.0,0.0,False,5,8,2,2109.0,1.0
0129_01,2,1,2,22.0,0,0.0,0.0,174.73,0.0,0.0,True,7,22,2,174.73,1.0
0133_01,3,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,6,29,2,0.0,1.0
0133_02,3,0,1,36.0,0,2738.0,0.0,0.0,0.0,0.0,False,4,5,2,2738.0,-1.0
0134_01,2,0,1,19.0,0,0.0,14.0,730.0,0.0,0.0,True,7,17,1,744.0,0.0
0136_01,2,0,2,47.0,0,97.0,418.0,126.0,25.0,55.0,False,7,23,2,666.0,-1.0
0138_01,2,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,7,18,1,0.0,0.0
0138_02,2,0,1,34.0,0,0.0,22.0,0.0,564.0,207.0,False,5,5,1,586.0,0.0
0139_01,1,1,3,35.0,0,0.0,0.0,0.0,0.0,0.0,True,3,6,2,0.0,0.0
0140_01,2,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,7,19,1,0.0,-1.0
0140_02,2,0,1,26.0,0,440.0,0.0,0.0,0.0,462.0,False,6,29,1,440.0,1.0
0141_01,3,0,1,31.0,0,224.69,0.0,97.0,0.0,0.0,False,6,30,1,321.69,-1.0
0144_01,2,0,1,20.0,0,0.0,420.0,210.0,0.0,0.0,True,6,31,2,630.0,-1.0
0146_01,2,0,1,56.0,0,0.0,0.0,0.0,0.0,0.0,False,7,25,2,0.0,0.0
0147_01,2,1,1,50.0,0,0.0,0.0,0.0,0.0,0.0,True,7,26,2,0.0,1.0
0148_01,3,0,1,42.0,0,1072.0,0.0,10.0,0.0,76.0,False,6,31,1,1082.0,-1.0
0149_01,2,1,3,28.82,0,0.0,0.0,0.0,0.0,0.0,True,7,27,2,0.0,1.0
0151_01,2,1,3,38.0,0,0.0,0.0,0.0,0.0,0.0,False,7,20,1,0.0,0.0
0152_01,2,0,1,41.0,0,0.0,0.0,0.0,0.0,607.0,False,6,32,1,0.0,1.0
0160_01,2,0,1,22.0,0,4119.0,0.0,0.0,0.0,61.0,False,7,22,1,4119.0,1.0
0163_01,1,1,1,26.0,0,0.0,0.0,0.0,0.0,0.0,True,2,8,1,0.0,-1.0
0163_02,1,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,True,2,8,1,0.0,-1.0
0164_01,2,0,1,57.0,0,50.0,1688.0,0.0,311.14,135.0,True,7,28,2,2049.14,0.0
0164_02,2,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,False,7,28,2,0.0,0.0
0165_01,3,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,6,37,1,0.0,1.0
0167_01,3,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,True,6,35,2,0.0,1.0
0167_02,3,0,1,27.0,0,1365.0,0.0,48.0,22.0,137.0,False,6,35,2,1435.0,1.0
0169_01,2,1,1,31.0,0,0.0,0.0,0.0,0.0,0.0,False,7,23,1,0.0,0.0
0170_01,2,0,1,24.0,0,0.0,0.0,0.0,221.0,567.0,False,5,10,2,221.0,0.0
0171_01,2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,True,7,30,2,0.0,0.0
0172_01,2,1,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,7,24,1,0.0,0.0
0173_01,2,0,1,58.0,0,0.0,985.0,0.0,5.0,0.0,True,5,11,2,990.0,1.0
0174_01,2,0,3,21.0,0,287.0,0.0,16.0,115.0,175.0,False,6,38,1,418.0,1.0
0177_01,1,0,1,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False,2,2,2,25317.0,-1.0
0178_01,3,0,1,38.0,0,3414.0,0.0,161.0,28.0,119.0,False,4,6,2,3603.0,1.0
0179_01,2,0,1,19.0,0,1.0,219.0,673.0,2.0,11.0,True,7,26,1,895.0,0.0
0179_02,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,False,7,26,1,0.0,0.0
0179_03,2,0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,True,7,26,1,0.0,0.0
0181_01,2,0,1,20.0,0,0.0,0.0,3.0,299.0,92.0,False,7,27,1,302.0,0.0
0182_01,1,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,3,3,1,0.0,-1.0
0183_01,2,0,1,37.0,0,17.0,146.0,426.0,0.0,232.0,True,6,36,2,589.0,1.0
0186_01,2,0,1,25.0,0,62.0,0.0,0.0,0.0,956.0,False,7,28,1,62.0,-1.0
0188_01,2,1,1,56.0,0,0.0,0.0,0.0,0.0,0.0,True,7,31,2,0.0,0.0
0189_01,2,0,3,49.0,0,84.0,3.0,401.0,202.0,98.0,False,5,8,1,690.0,0.0
0190_01,2,1,3,11.0,0,0.0,0.0,0.0,0.0,0.0,False,7,32,2,0.0,-1.0
0192_01,2,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,True,7,29,1,0.0,0.0
0192_02,2,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,False,7,29,1,0.0,1.0
0192_03,2,0,1,39.0,0,0.0,0.0,10.0,898.0,0.0,False,7,29,1,908.0,0.0
0193_01,3,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,6,41,1,0.0,1.0
0193_02,3,0,1,23.0,0,224.69,0.0,8.0,1072.0,0.0,False,6,41,1,1304.69,1.0
0193_03,3,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,6,41,1,0.0,0.0
0195_01,3,0,1,39.0,0,406.0,0.0,867.0,0.0,0.0,True,6,42,1,1273.0,1.0
0196_01,3,0,2,25.0,0,1052.0,0.0,719.0,0.0,7.0,False,4,5,1,1771.0,1.0
0197_01,1,0,1,36.0,0,0.0,972.0,0.0,795.0,575.0,False,3,5,1,1767.0,1.0
0198_01,2,0,2,52.0,0,0.0,0.0,0.0,0.0,0.0,True,7,30,1,0.0,1.0
0199_01,2,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,False,7,33,2,0.0,0.0
0200_01,2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,7,31,1,0.0,1.0
0201_01,1,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,2,3,2,0.0,-1.0
0201_02,1,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,True,2,3,2,0.0,-1.0
0202_01,1,1,3,45.0,0,0.0,0.0,0.0,0.0,0.0,True,2,9,1,0.0,-1.0
0202_02,1,0,3,28.82,0,0.0,2433.0,174.73,878.0,443.0,True,1,2,1,3485.73,1.0
0203_01,1,1,1,51.0,0,0.0,0.0,0.0,0.0,0.0,True,3,8,2,0.0,-1.0
0205_01,2,0,1,29.0,0,0.0,2.0,66.0,0.0,705.0,False,7,34,2,68.0,0.0
0206_01,1,0,3,28.82,0,2.0,1720.0,12.0,1125.0,122.0,True,3,9,2,2859.0,1.0
0207_01,2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,False,7,32,1,0.0,1.0
0210_01,2,1,3,24.0,0,0.0,0.0,174.73,0.0,0.0,True,4,6,1,174.73,0.0
0211_01,3,0,1,29.0,0,902.0,1.0,137.0,0.0,0.0,True,6,44,1,1040.0,-1.0
0211_02,3,1,1,11.0,0,0.0,0.0,0.0,0.0,0.0,True,6,44,1,0.0,-1.0
0211_03,3,0,1,17.0,0,848.0,0.0,307.0,182.0,0.0,False,6,44,1,1337.0,0.0
0212_01,2,0,1,13.0,0,192.0,0.0,0.0,51.0,739.0,False,5,9,1,243.0,0.0
0212_02,2,0,1,35.0,0,147.0,188.0,0.0,10.0,387.0,False,6,45,1,345.0,0.0
0213_01,2,0,1,21.0,0,367.0,281.0,0.0,0.0,146.0,False,6,46,1,648.0,0.0
0216_01,2,0,3,21.0,0,0.0,56.0,0.0,0.0,1918.0,False,6,40,2,56.0,-1.0
0217_01,2,0,1,38.0,0,1517.0,0.0,0.0,27.0,0.0,False,6,47,1,1544.0,0.0
0219_01,2,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,True,7,36,1,0.0,0.0
0220_01,2,1,1,2.0,0,0.0,0.0,0.0,0.0,0.0,True,7,37,1,0.0,1.0
0220_02,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,7,37,1,0.0,0.0
0220_03,2,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,7,37,1,0.0,0.0
0220_04,2,0,1,25.0,0,122.0,84.0,174.73,0.0,0.0,False,5,10,1,380.73,1.0
0220_05,2,0,1,16.0,0,0.0,3.0,0.0,0.0,1099.0,False,6,48,1,3.0,0.0
0220_06,2,0,3,1.0,0,0.0,0.0,0.0,0.0,0.0,False,7,37,1,0.0,1.0
0220_07,2,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,True,7,37,1,0.0,1.0
0221_01,3,0,3,21.0,0,2237.0,0.0,119.0,0.0,0.0,False,5,13,2,2356.0,-1.0
0221_02,3,0,1,23.0,0,1215.0,80.0,1.0,2.0,0.0,False,5,13,2,1298.0,-1.0
0221_03,3,0,1,33.0,0,1933.0,12.0,188.0,1.0,0.0,False,5,13,2,2134.0,1.0
0221_04,3,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,True,5,13,2,0.0,-1.0
0221_05,3,0,1,41.0,0,1230.0,0.0,301.0,43.0,1023.0,False,5,13,2,1574.0,-1.0
0221_06,3,0,1,16.0,0,915.0,0.0,221.0,234.0,0.0,False,5,13,2,1370.0,1.0
0221_07,3,1,1,42.0,0,0.0,0.0,0.0,0.0,0.0,False,5,13,2,0.0,1.0
0222_01,3,0,1,20.0,0,1406.0,0.0,0.0,11.0,0.0,False,6,41,2,1417.0,1.0
0222_02,3,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,6,41,2,0.0,1.0
0222_03,3,1,1,16.0,0,0.0,0.0,0.0,0.0,0.0,True,5,14,2,0.0,1.0
0223_01,2,0,1,21.0,0,0.0,2.0,665.0,0.0,9.0,False,7,35,2,667.0,1.0
0224_01,3,0,1,32.0,1,181.0,0.0,5.0,1634.0,0.0,False,6,42,2,1820.0,1.0
0225_01,2,1,2,58.0,0,0.0,0.0,0.0,0.0,0.0,True,7,38,1,0.0,0.0
0229_01,2,0,1,24.0,0,4.0,7.0,0.0,713.0,79.0,False,6,43,2,724.0,1.0
0231_01,3,0,1,30.0,0,85.0,0.0,1.0,1720.0,0.0,False,6,44,2,1806.0,1.0
0232_01,2,1,2,27.0,0,0.0,458.08,0.0,0.0,0.0,False,7,36,2,458.08,0.0
0233_01,3,0,1,32.0,0,56.0,0.0,256.0,1438.0,0.0,False,6,45,2,1750.0,1.0
0234_01,2,0,1,43.0,0,224.69,888.0,0.0,0.0,0.0,False,6,50,1,1112.69,0.0
0237_01,1,1,1,42.0,0,0.0,0.0,0.0,0.0,0.0,True,2,11,1,0.0,-1.0
0239_01,3,0,1,37.0,0,637.0,0.0,0.0,92.0,319.0,False,6,427,2,729.0,-1.0
0240_01,3,1,1,35.0,0,0.0,0.0,0.0,0.0,0.0,True,6,52,1,0.0,-1.0
0241_01,1,0,3,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,False,5,11,1,6061.0,1.0
0242_01,2,0,1,18.0,0,313.0,1.0,691.0,283.0,0.0,False,6,46,2,1288.0,1.0
0243_01,2,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,False,7,37,2,0.0,0.0
0244_01,3,1,1,43.0,0,0.0,0.0,0.0,0.0,0.0,True,6,427,2,0.0,1.0
0244_02,3,1,3,14.0,0,0.0,0.0,0.0,0.0,0.0,True,6,47,2,0.0,1.0
0245_01,1,0,3,46.0,0,0.0,3571.0,0.0,0.0,7.0,True,3,6,1,3571.0,-1.0
0245_02,1,0,1,33.0,0,0.0,86.0,796.0,584.0,10912.0,False,3,6,1,1466.0,-1.0
0246_01,3,0,1,21.0,0,2947.0,0.0,287.0,27.0,0.0,False,4,8,1,3261.0,0.0
0248_01,1,0,1,33.0,0,0.0,1.0,0.0,8620.0,1063.0,False,3,10,2,8621.0,-1.0
0250_01,2,1,2,47.0,0,224.69,0.0,0.0,0.0,0.0,False,7,38,2,224.69,0.0
0251_01,2,1,3,54.0,0,0.0,0.0,0.0,0.0,0.0,True,3,11,2,0.0,-1.0
0252_01,2,0,1,30.0,0,335.0,695.0,541.0,0.0,0.0,False,6,53,1,1571.0,0.0
0253_01,2,0,1,29.0,0,272.0,615.0,0.0,0.0,1.0,False,7,42,1,887.0,0.0
0254_01,2,0,1,21.0,0,702.0,172.0,408.0,2.0,6.0,True,6,54,1,1284.0,1.0
0255_01,1,1,1,24.0,0,0.0,0.0,0.0,0.0,0.0,True,1,3,2,0.0,1.0
0257_01,3,0,3,21.0,0,1664.0,0.0,174.73,0.0,0.0,False,6,49,2,1838.73,-1.0
0257_02,3,1,1,60.0,0,0.0,0.0,0.0,0.0,0.0,True,6,49,2,0.0,-1.0
0258_01,2,0,1,22.0,0,0.0,0.0,313.0,299.0,92.0,False,6,50,2,612.0,-1.0
0260_01,1,0,1,26.0,0,0.0,4810.0,0.0,981.0,2054.0,False,5,16,2,5791.0,1.0
0261_01,2,0,1,26.0,0,66.0,29.0,0.0,0.0,803.0,False,6,56,1,95.0,1.0
0263_01,2,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,7,43,1,0.0,1.0
0265_01,1,1,1,39.0,0,0.0,0.0,0.0,311.14,0.0,True,4,8,2,311.14,-1.0
0267_01,2,0,1,13.0,0,118.0,0.0,0.0,754.0,1.0,False,6,51,2,872.0,0.0
0269_01,2,0,3,47.0,0,0.0,231.0,592.0,0.0,0.0,True,6,52,2,823.0,1.0
0270_01,2,0,1,63.0,0,0.0,25.0,128.0,0.0,1240.0,False,6,59,1,153.0,0.0
0275_01,1,1,3,28.82,0,0.0,0.0,0.0,0.0,0.0,True,4,9,2,0.0,1.0
0277_01,2,0,3,50.0,0,44.0,2390.0,0.0,53.0,0.0,True,6,61,1,2487.0,1.0
0278_01,2,0,1,35.0,0,0.0,0.0,0.0,888.0,304.86,False,6,427,2,888.0,0.0
0278_02,2,0,1,45.0,0,0.0,97.0,0.0,14.0,333.0,False,7,45,1,111.0,0.0
0281_01,2,0,1,19.0,0,0.0,0.0,2078.0,0.0,0.0,True,6,63,1,2078.0,0.0
0282_01,2,0,1,21.0,0,0.0,918.0,0.0,0.0,0.0,True,6,54,2,918.0,1.0
0283_01,2,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,True,7,46,1,0.0,1.0
