,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
212,01/01/2021/11:20,17.592399999999998,57.23,0.07828,396.6,40.66,69889.38765311502
214,01/01/2021/11:40,17.7984,56.49,0.07725,425.6,41.84,69340.84378793296
216,01/01/2021/12:00,17.726300000000002,55.69,0.07931,452.5,41.73,70132.09355144999
217,01/01/2021/12:10,17.6954,57.2,0.08034,460.5,42.38,69938.72819672698
219,01/01/2021/12:30,17.613000000000003,58.33,0.07828,476.2,43.25,69833.93290868397
225,01/01/2021/13:30,17.849899999999998,59.16,0.07828,484.1,43.72,70250.30976792096
226,01/01/2021/13:40,17.9323,58.13,0.07828,481.1,43.82,69686.86975197005
231,01/01/2021/14:30,18.076500000000003,55.99,0.07622,441.9,41.88,69938.376044671
233,01/01/2021/14:50,18.1692,55.35,0.07931,413.9,41.5,70150.47323874805
237,01/01/2021/15:30,17.9735,57.86,0.07725,345.8,57.35,69383.8863124969
239,01/01/2021/15:50,17.901400000000002,58.02,0.07622,302.9,121.3,69096.62202788591
241,01/01/2021/16:10,17.7469,59.76,0.07931,260.6,238.0,68648.19645733801
242,01/01/2021/16:20,17.7469,61.12,0.07725,238.2,253.4,69422.35587426997
248,01/01/2021/17:20,17.5306,62.32,0.07828,98.7,123.7,80844.136839569
250,01/01/2021/17:40,17.314300000000003,61.79,0.08034,58.1,75.3,84911.16388260992
251,01/01/2021/17:50,17.1804,62.05,0.08137,22.4,25.24,90479.62468059204
252,01/01/2021/18:00,17.0362,64.02,0.07622,11.04,11.2,97621.16653862706
261,01/01/2021/19:30,15.8929,69.86,0.07828,0.04,0.108,97473.81816605493
262,01/01/2021/19:40,15.8105,69.86,0.07828,0.073,0.078,97037.01544582802
263,01/01/2021/19:50,15.656,70.5,0.07828,0.055,0.122,98015.74000292599
266,01/01/2021/20:20,15.8826,68.52,0.07725,0.055,0.093,96519.504102197
267,01/01/2021/20:30,15.759,69.03,0.07725,0.055,0.093,97048.067918508
268,01/01/2021/20:40,15.7899,68.72,0.07828,0.066,0.108,96944.85901493797
273,01/01/2021/21:30,15.4809,66.62,0.07622,0.07,0.085,93819.360642665
274,01/01/2021/21:40,15.3779,67.29,0.07828,0.07,0.111,93409.907907134
277,01/01/2021/22:10,15.3161,67.96,0.07725,0.066,0.134,87346.14048584801
278,01/01/2021/22:20,15.3676,68.52,0.07622,0.037,0.148,89064.17722466207
279,01/01/2021/22:30,15.4088,68.62,0.07725,0.102,0.063,89157.44843042291
280,01/01/2021/22:40,15.3264,69.33,0.07725,0.062,0.152,88473.97249586805
283,01/01/2021/23:10,15.1925,70.4,0.07313,0.051,0.152,73460.97051181999
285,01/01/2021/23:30,14.6569,72.9,0.07931,0.059,0.111,74130.08103153408
289,01/02/2021/00:10,14.5848,74.0,0.0741599999999999,0.07,0.141,64794.749869658954
292,01/02/2021/00:40,13.8535,77.7,0.07622,0.073,0.115,62946.619256369944
295,01/02/2021/01:10,14.821700000000002,71.0,0.08034,0.062,0.148,56173.27646087504
297,01/02/2021/01:30,14.832,71.5,0.07725,0.062,0.156,56046.181392981016
304,01/02/2021/02:40,14.6878,75.5,0.07828,0.073,0.163,50733.15745586805
308,01/02/2021/03:20,14.626,73.8,0.0741599999999999,0.084,0.178,50306.044434890995
309,01/02/2021/03:30,14.4612,74.7,0.07931,0.077,0.134,49212.71668203502
311,01/02/2021/03:50,14.3376,75.2,0.07931,0.059,0.182,49706.211741339015
312,01/02/2021/04:00,14.2655,75.1,0.08549,0.077,0.156,49928.18108340702
313,01/02/2021/04:10,14.0698,75.5,0.08652,0.07,0.156,50420.632809155024
314,01/02/2021/04:20,13.956500000000002,76.1,0.07931,0.055,0.156,49676.439556524994
316,01/02/2021/04:40,13.5651,77.8,0.07828,0.077,0.148,49592.33576894399
317,01/02/2021/04:50,13.2149,78.5,0.07828,0.066,0.148,49503.495362901995
322,01/02/2021/05:40,13.616600000000002,80.0,0.07828,0.077,0.171,50891.80647859
323,01/02/2021/05:50,13.7608,77.9,0.07931,0.062,0.174,51160.729656201016
324,01/02/2021/06:00,13.8432,77.5,0.08137,0.102,0.122,56465.83931763
326,01/02/2021/06:20,13.7299,76.8,0.07725,0.062,0.145,56048.51975068702
330,01/02/2021/07:00,12.5145,80.8,0.0824,0.055,0.193,54872.86832776287
332,01/02/2021/07:20,12.257,81.5,0.07828,0.048,0.171,54626.939200648
341,01/02/2021/08:50,10.7944,85.7,0.08446,38.0,20.54,55974.50264444098
342,01/02/2021/09:00,10.712000000000002,85.3,0.08446,64.8,27.42,60867.77882332289
343,01/02/2021/09:10,10.8253,85.5,0.08549,85.3,33.31,61094.917267812096
344,01/02/2021/09:20,11.124,85.0,0.08652,109.4,38.03,62449.76166590519
351,01/02/2021/10:30,16.1092,73.2,0.08137,294.9,43.18,67328.41738014098
353,01/02/2021/10:50,16.6448,72.3,0.08343,339.3,43.08,68433.99537846302
354,01/02/2021/11:00,17.0362,69.24,0.08652,361.2,43.97,72309.20626846007
369,01/02/2021/13:30,18.0971,62.7,0.07931,490.1,44.76,74410.37004140293
373,01/02/2021/14:10,18.0044,63.76,0.07725,465.8,44.23,72813.44996661498
374,01/02/2021/14:20,17.8808,64.16,0.0751899999999999,455.2,44.07,72631.69225807398
377,01/02/2021/14:50,17.8808,65.23,0.07725,415.4,43.03,72704.13861143602
381,01/02/2021/15:30,17.963199999999997,64.93,0.07622,348.4,72.7,72111.28023678597
383,01/02/2021/15:50,17.819000000000003,65.83,0.07725,306.7,155.7,71601.174005746
385,01/02/2021/16:10,17.8602,66.83,0.07313,259.9,256.6,71299.77218061
396,01/02/2021/18:00,16.8096,69.56,0.07725,11.76,11.93,96976.07285799802
398,01/02/2021/18:20,16.459400000000002,72.1,0.07828,3.327,3.349,97302.40810819804
399,01/02/2021/18:30,16.3358,73.0,0.07622,1.014,1.087,97104.33437431802
407,01/02/2021/19:50,13.3179,81.3,0.08137,0.059,0.074,97255.40068113693
408,01/02/2021/20:00,13.0707,81.5,0.07931,0.055,0.093,97748.84241404492
409,01/02/2021/20:10,12.7617,81.5,0.08034,0.088,0.089,97751.40537664096
410,01/02/2021/20:20,12.5351,83.1,0.07622,0.084,0.067,98076.77813746994
413,01/02/2021/20:50,12.0613,84.2,0.07725,0.062,0.096,98213.7276164459
416,01/02/2021/21:20,11.6699,83.7,0.07828,0.066,0.067,95636.63650735594
418,01/02/2021/21:40,11.474200000000002,84.0,0.0751899999999999,0.055,0.085,95825.93388871796
419,01/02/2021/21:50,11.4433,83.8,0.0751899999999999,0.081,0.078,95940.47524183395
423,01/02/2021/22:30,11.3094,83.6,0.0751899999999999,0.062,0.059,86442.70999809592
426,01/02/2021/23:00,10.8253,84.3,0.07725,0.062,0.104,75888.74956322597
428,01/02/2021/23:20,10.918,84.4,0.07622,0.048,0.104,75830.69617751398
429,01/02/2021/23:30,10.8047,84.5,0.07931,0.04,0.159,73421.96473936
430,01/02/2021/23:40,10.6399,84.7,0.07828,0.059,0.059,75448.71853624696
431,01/02/2021/23:50,10.815,84.7,0.0751899999999999,0.077,0.059,76015.83838437597
436,01/03/2021/00:40,10.6708,82.0,0.08034,0.055,0.108,63694.03362521901
437,01/03/2021/00:50,10.4751,82.7,0.07725,0.062,0.111,64276.238395513006
438,01/03/2021/01:00,10.4339,82.4,0.07622,0.037,0.1,56076.50831354703
439,01/03/2021/01:10,10.4442,82.3,0.07622,0.073,0.093,55184.04978996701
441,01/03/2021/01:30,10.6399,82.2,0.07725,0.062,0.082,55377.16109457203
444,01/03/2021/02:00,10.4339,81.2,0.07725,0.059,0.119,52544.378285309
447,01/03/2021/02:30,10.2073,81.8,0.08034,0.07,0.111,51652.793050834
452,01/03/2021/03:20,10.1352,80.5,0.0751899999999999,0.059,0.134,50227.418294223964
454,01/03/2021/03:40,9.723200000000002,81.1,0.07828,0.062,0.126,50043.13600438897
457,01/03/2021/04:10,9.26073,82.5,0.0885799999999999,0.084,0.108,49437.16799337002
460,01/03/2021/04:40,8.333730000000001,84.9,0.08549,0.055,0.085,48679.02224754297
462,01/03/2021/05:00,8.24309,86.3,0.08755,0.062,0.1,52607.83276751105
464,01/03/2021/05:20,8.28326,86.7,0.08961,0.062,0.148,53097.55233616798
465,01/03/2021/05:30,8.21528,86.8,0.08755,0.077,0.119,53201.96731658996
468,01/03/2021/06:00,8.184379999999999,86.9,0.08652,0.07,0.122,56121.81279731804
469,01/03/2021/06:10,8.02885,86.9,0.0885799999999999,0.07,0.085,55319.60667845504
470,01/03/2021/06:20,7.71264,87.1,0.08961,0.029,0.134,55560.53296236001
471,01/03/2021/06:30,7.57256,87.1,0.08549,0.051,0.148,56128.68295747002
474,01/03/2021/07:00,7.58492,87.7,0.08961,0.051,0.122,52631.98487649604
475,01/03/2021/07:10,7.61479,87.8,0.08961,0.048,0.111,52365.554516112
476,01/03/2021/07:20,7.74972,87.7,0.09064,0.051,0.145,53182.07374497404
479,01/03/2021/07:50,7.556080000000001,86.7,0.09167,0.11,0.119,52178.04471128604
480,01/03/2021/08:00,7.35317,86.9,0.08755,0.146,0.226,52610.483459635994
482,01/03/2021/08:20,7.31197,87.4,0.08652,2.906,2.804,53772.56865020898
484,01/03/2021/08:40,6.98237,87.7,0.0885799999999999,13.9,12.28,54763.98713112337
491,01/03/2021/09:50,7.970140000000001,84.7,0.09167,196.1,37.53,64677.47959182891
494,01/03/2021/10:20,8.85079,81.6,0.0927,272.8,39.92,68087.64919010396
498,01/03/2021/11:00,10.3103,79.8,0.09064,354.4,40.51,71804.50672227798
499,01/03/2021/11:10,10.8871,79.0,0.09064,384.7,40.3,71789.09377632198
501,01/03/2021/11:30,11.948,77.3,0.0927,420.1,39.15,72998.519309526
505,01/03/2021/12:10,14.42,67.75,0.0885799999999999,477.0,37.37,74303.17353506308
508,01/03/2021/12:40,16.1298,65.01,0.08961,499.7,37.17,75183.27767688107
509,01/03/2021/12:50,16.3976,63.81,0.0885799999999999,503.9,37.24,75105.96854901007
512,01/03/2021/13:20,17.8602,60.2,0.08755,506.6,37.02,73977.03187501107
516,01/03/2021/14:00,20.2395,53.72,0.08652,485.9,38.87,73516.72562958901
517,01/03/2021/14:10,20.1365,50.78,0.08446,468.6,43.49,72397.13924048503
521,01/03/2021/14:50,20.0747,56.59,0.07931,418.2,45.45,72170.15687997107
523,01/03/2021/15:10,19.8069,59.17,0.07725,391.1,50.26,72278.93787723192
532,01/03/2021/16:40,20.188,60.67,0.08343,189.1,227.1,70063.12341183197
536,01/03/2021/17:20,19.4567,63.5,0.07725,88.0,109.5,79396.25012331399
538,01/03/2021/17:40,18.3752,67.87,0.07622,52.73,67.32,87477.29405419296
542,01/03/2021/18:20,16.613900000000005,73.2,0.08343,3.532,3.546,98387.24594484101
543,01/03/2021/18:30,15.6766,75.6,0.08549,1.142,1.22,98924.88134370297
550,01/03/2021/19:40,16.3049,71.8,0.09064,0.051,0.093,97487.89982640199
554,01/03/2021/20:20,16.0165,67.73,0.09167,0.066,0.093,97754.60782534596
558,01/03/2021/21:00,15.264600000000002,69.5,0.0885799999999999,0.044,0.122,95851.10335146596
564,01/03/2021/22:00,13.3488,73.9,0.08652,0.077,0.148,87929.065535863
566,01/03/2021/22:20,12.8132,76.3,0.08446,0.073,0.074,86291.81185669899
573,01/03/2021/23:30,11.9892,77.9,0.08549,0.051,0.096,75911.29590890603
574,01/03/2021/23:40,11.9892,77.7,0.08652,0.055,0.126,74901.932585661
578,01/04/2021/00:20,11.3712,80.1,0.08961,0.07,0.141,65505.06795544403
579,01/04/2021/00:30,11.5463,78.5,0.08652,0.088,0.134,63568.67614384101
581,01/04/2021/00:50,11.227,77.8,0.08549,0.051,0.148,64776.324942186
584,01/04/2021/01:20,10.8562,78.6,0.08755,0.106,0.111,56493.43819976607
585,01/04/2021/01:30,10.5678,79.9,0.08961,0.07,0.145,57647.24377983499
586,01/04/2021/01:40,10.3412,80.4,0.08961,0.059,0.126,57371.293209276024
588,01/04/2021/02:00,10.0734,81.5,0.08961,0.077,0.111,52240.890833979
593,01/04/2021/02:50,10.0219,80.4,0.0885799999999999,0.084,0.159,52537.34045053001
596,01/04/2021/03:20,9.8159,80.7,0.08446,0.066,0.163,49988.839499387
600,01/04/2021/04:00,9.5481,77.4,0.0824,0.066,0.152,49968.72704288303
608,01/04/2021/05:20,9.6408,75.1,0.0885799999999999,0.07,0.141,52163.47220433599
609,01/04/2021/05:30,9.300900000000002,76.0,0.08549,0.04,0.141,52127.89587064197
616,01/04/2021/06:40,9.16082,73.7,0.08549,0.081,0.093,55900.847483491
618,01/04/2021/07:00,8.21219,80.6,0.09167,0.066,0.141,52370.58230990801
621,01/04/2021/07:30,8.409949999999998,78.9,0.09064,0.07,0.111,52076.837539380016
623,01/04/2021/07:50,8.15245,81.8,0.09064,0.066,0.163,53171.629976647004
624,01/04/2021/08:00,8.08756,81.7,0.0885799999999999,0.187,0.26,53001.33263850202
625,01/04/2021/08:10,8.295620000000001,81.1,0.08755,0.922,0.86,53598.18784791502
626,01/04/2021/08:20,7.92585,82.1,0.08961,3.052,2.752,53987.39041233702
628,01/04/2021/08:40,8.04842,83.1,0.08755,13.12,11.54,55162.4181690354
630,01/04/2021/09:00,7.80534,78.6,0.08652,75.1,25.83,61361.84648208085
631,01/04/2021/09:10,8.32961,75.2,0.08755,98.3,26.97,61395.038149341
640,01/04/2021/10:40,11.1446,65.24,0.08652,322.5,40.38,68924.28403324401
643,01/04/2021/11:10,12.6793,63.71,0.08549,384.3,45.19,72034.62829021807
644,01/04/2021/11:20,13.3076,62.44,0.08755,401.8,45.14,71679.26444856306
646,01/04/2021/11:40,14.4406,59.0,0.0885799999999999,433.4,45.06,71865.51348982012
647,01/04/2021/11:50,15.0483,60.1,0.08652,447.5,45.84,71874.42176319308
648,01/04/2021/12:00,15.7899,61.37,0.08652,459.9,46.63,73307.42436196297
649,01/04/2021/12:10,16.6345,62.6,0.08755,468.9,47.67,74173.80671822393
651,01/04/2021/12:30,17.4379,59.53,0.08755,483.6,49.94,72480.76039097496
655,01/04/2021/13:10,18.8799,59.37,0.08446,495.7,53.52,74361.15818588797
657,01/04/2021/13:30,19.261,59.2,0.08446,494.8,58.49,74339.66188987897
659,01/04/2021/13:50,19.7142,57.23,0.0885799999999999,480.6,59.52,73826.92586974002
664,01/04/2021/14:40,20.3425,56.13,0.08446,429.9,65.59,73234.05416946503
672,01/04/2021/16:00,20.5588,50.78,0.08343,212.4,208.6,70710.316342465
673,01/04/2021/16:10,19.9099,51.38,0.08137,183.4,195.5,73251.722226982
674,01/04/2021/16:20,19.6318,52.25,0.07828,217.7,245.4,71071.66310010903
676,01/04/2021/16:40,19.467,52.22,0.07828,177.7,208.0,71830.96774199007
677,01/04/2021/16:50,19.4155,52.78,0.07622,153.9,182.3,72950.67973228105
681,01/04/2021/17:30,18.437,58.32,0.07931,50.62,60.16,83687.64901988496
682,01/04/2021/17:40,18.241300000000003,58.66,0.07725,27.97,32.23,94692.14986507801
686,01/04/2021/18:20,16.6963,63.53,0.09373,3.239,3.356,98180.42187572808
687,01/04/2021/18:30,16.3873,64.66,0.08961,0.875,0.905,98520.22623847704
697,01/04/2021/20:10,13.9153,73.6,0.09064,0.062,0.119,99488.18163438603
702,01/04/2021/21:00,13.2355,78.6,0.07931,0.055,0.104,95241.71822872105
708,01/04/2021/22:00,12.9574,81.6,0.08446,0.062,0.089,85898.99574616099
709,01/04/2021/22:10,12.8441,83.1,0.08652,0.055,0.134,84574.52182380103
710,01/04/2021/22:20,13.2252,82.7,0.08755,0.059,0.119,85736.39472231007
712,01/04/2021/22:40,12.8029,81.7,0.08961,0.059,0.126,85267.31844063904
723,01/05/2021/00:30,11.1858,85.6,0.0885799999999999,0.059,0.115,63167.167767306964
724,01/05/2021/00:40,11.2064,85.7,0.08549,0.051,0.159,65161.90445225301
725,01/05/2021/00:50,11.1034,85.5,0.08446,0.073,0.134,66206.82501566997
729,01/05/2021/01:30,10.7017,86.7,0.08755,0.073,0.126,55583.367864599975
732,01/05/2021/02:00,10.6193,86.6,0.08755,0.077,0.171,52975.64585145603
733,01/05/2021/02:10,10.4339,86.7,0.08549,0.059,0.171,52674.38346905901
734,01/05/2021/02:20,10.1764,87.4,0.08549,0.066,0.148,52202.42696244098
736,01/05/2021/02:40,10.3103,87.4,0.08549,0.081,0.13,52037.585001888976
738,01/05/2021/03:00,10.691400000000002,87.0,0.08961,0.059,0.152,51892.43053498201
740,01/05/2021/03:20,10.4442,87.1,0.08652,0.055,0.141,51366.24218892498
741,01/05/2021/03:30,10.6811,87.2,0.09064,0.066,0.13,51769.304440969005
742,01/05/2021/03:40,10.7841,86.9,0.09167,0.066,0.167,52068.56214528401
743,01/05/2021/03:50,10.4957,87.0,0.09064,0.048,0.156,51798.48809088997
745,01/05/2021/04:10,10.2279,87.7,0.08652,0.037,0.252,50384.58670121601
746,01/05/2021/04:20,10.2794,88.2,0.09476,0.062,0.152,51210.469875553965
747,01/05/2021/04:30,10.3721,88.1,0.08755,0.059,0.174,50577.559904863025
748,01/05/2021/04:40,10.3309,88.8,0.08755,0.091,0.137,50512.47129871802
750,01/05/2021/05:00,10.2485,88.9,0.0824,0.04,0.156,52436.94883252098
754,01/05/2021/05:40,10.9798,88.6,0.08549,0.07,0.152,52074.762397247
756,01/05/2021/06:00,11.0416,86.8,0.08652,0.07,0.111,55028.02021483499
758,01/05/2021/06:20,10.9695,86.8,0.08755,0.04,0.178,55195.57186580904
768,01/05/2021/08:00,11.433,81.7,0.08755,0.106,0.23,53269.96717941901
770,01/05/2021/08:20,10.9695,82.5,0.08652,3.089,2.908,54733.298851557985
771,01/05/2021/08:30,10.9386,83.6,0.08961,5.538,5.259,54904.09936169802
772,01/05/2021/08:40,11.3609,83.6,0.09167,12.6,12.03,54595.04646903498
773,01/05/2021/08:50,11.6699,82.4,0.08343,49.13,35.81,55762.949246547796
774,01/05/2021/09:00,12.1334,81.7,0.08961,78.7,52.65,59839.859227231536
776,01/05/2021/09:20,12.2776,79.0,0.08961,78.0,59.66,60236.83996421901
779,01/05/2021/09:50,12.875,77.4,0.0885799999999999,121.6,115.4,61314.36267904139
780,01/05/2021/10:00,13.287,76.1,0.08446,114.3,110.2,66381.91846940196
791,01/05/2021/11:50,15.8826,68.25,0.08755,182.0,176.0,71558.791059089
793,01/05/2021/12:10,16.48,67.88,0.08549,268.5,218.2,74701.065795322
800,01/05/2021/13:20,17.901400000000002,66.11,4.84924,244.2,234.6,73482.927241931
802,01/05/2021/13:40,18.086800000000004,63.21,0.1442,168.6,165.6,73650.99154749191
807,01/05/2021/14:30,18.3031,62.07,0.08446,280.2,254.7,72833.86786725001
810,01/05/2021/15:00,18.1486,64.31,0.08549,181.4,183.2,72220.96913733195
811,01/05/2021/15:10,18.0353,65.34,0.08652,165.9,169.0,71995.03898516297
816,01/05/2021/16:00,17.8396,66.84,0.08549,143.1,142.8,71353.92926645999
817,01/05/2021/16:10,17.8396,67.01,0.08755,143.3,144.1,71278.08389043799
821,01/05/2021/16:50,17.705699999999997,68.68,0.0824,78.1,79.2,74557.49620455602
825,01/05/2021/17:30,17.4173,70.3,0.0885799999999999,38.2,39.13,85599.12244215801
827,01/05/2021/17:50,17.2216,72.1,0.08549,23.54,23.81,88260.93209844902
831,01/05/2021/18:30,16.4697,76.2,0.08549,0.608,0.668,98090.82770414998
833,01/05/2021/18:50,16.4285,75.9,0.08961,0.055,0.108,98088.73901102802
838,01/05/2021/19:40,15.7384,76.0,0.0885799999999999,0.059,0.111,97347.30698280997
839,01/05/2021/19:50,15.7796,75.6,0.08652,0.033,0.141,98297.45064845905
842,01/05/2021/20:20,15.8002,74.6,0.08755,0.044,0.156,98093.05065210696
843,01/05/2021/20:30,15.4603,75.9,0.08961,0.073,0.115,97467.09884806398
844,01/05/2021/20:40,15.1513,76.7,0.08961,0.073,0.096,96712.74024115398
847,01/05/2021/21:10,15.0483,77.3,0.09064,0.026,0.148,93178.73876172901
848,01/05/2021/21:20,15.0277,76.6,0.08961,0.081,0.111,95460.83927954998
850,01/05/2021/21:40,14.8423,77.8,0.08549,0.04,0.134,93134.54879182698
853,01/05/2021/22:10,14.9659,77.5,0.0885799999999999,0.055,0.137,86264.38010473206
857,01/05/2021/22:50,14.7496,78.0,0.0927,0.044,0.171,86828.25864452208
861,01/05/2021/23:30,15.0071,74.9,0.09167,0.07,0.134,75031.46381120302
862,01/05/2021/23:40,14.9865,73.8,0.08549,0.048,0.152,72220.45678103302
866,01/06/2021/00:20,14.5848,76.2,0.08549,0.04,0.137,65344.30234308003
873,01/06/2021/01:30,13.9256,78.3,0.08549,0.059,0.122,56389.11698580597
874,01/06/2021/01:40,13.802,78.8,0.08961,0.059,0.163,56943.619604619016
879,01/06/2021/02:30,12.7617,82.2,0.0885799999999999,0.088,0.122,52688.52970051799
883,01/06/2021/03:10,13.1428,80.6,0.09064,0.059,0.178,50952.71709048199
884,01/06/2021/03:20,13.0604,80.5,0.08652,0.059,0.126,50865.11866420798
890,01/06/2021/04:20,11.7111,84.6,0.09167,0.044,0.171,50945.01451440596
892,01/06/2021/04:40,11.814100000000002,84.4,0.0885799999999999,0.055,0.152,51048.770921995
896,01/06/2021/05:20,11.8038,83.9,0.08755,0.029,0.122,52605.373169638005
898,01/06/2021/05:40,11.5875,83.6,0.08961,0.048,0.152,52331.903286614
902,01/06/2021/06:20,10.9283,84.6,0.0885799999999999,0.066,0.167,55915.11938123298
904,01/06/2021/06:40,10.918,84.3,0.09167,0.066,0.141,55815.096056100956
911,01/06/2021/07:50,10.7223,84.6,0.0927,0.066,0.148,52077.234207933034
913,01/06/2021/08:10,10.712000000000002,85.1,0.0927,0.593,0.53,51719.01762924998
914,01/06/2021/08:20,10.7841,85.0,0.09167,4.216,3.95,54022.337476801025
918,01/06/2021/09:00,10.7429,83.9,0.08755,76.5,51.8,60186.567465483
919,01/06/2021/09:10,10.8871,83.4,0.08755,63.67,38.59,60603.57316345117
923,01/06/2021/09:50,11.3506,82.0,0.09167,196.8,51.81,63731.3021976705
