,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
600,01/04/2021/04:00,9.5481,77.4,0.0824,0.066,0.152,49881.01207716807
608,01/04/2021/05:20,9.6408,75.1,0.0885799999999999,0.07,0.141,52219.22870566041
609,01/04/2021/05:30,9.300900000000002,76.0,0.08549,0.04,0.141,52914.69105861981
616,01/04/2021/06:40,9.16082,73.7,0.08549,0.081,0.093,56362.27826272427
618,01/04/2021/07:00,8.21219,80.6,0.09167,0.066,0.141,53525.17466933062
621,01/04/2021/07:30,8.409949999999998,78.9,0.09064,0.07,0.111,53527.2735740848
623,01/04/2021/07:50,8.15245,81.8,0.09064,0.066,0.163,52980.23035847716
624,01/04/2021/08:00,8.08756,81.7,0.0885799999999999,0.187,0.26,52910.48287547595
625,01/04/2021/08:10,8.295620000000001,81.1,0.08755,0.922,0.86,54598.31262145292
626,01/04/2021/08:20,7.92585,82.1,0.08961,3.052,2.752,54339.62347402273
628,01/04/2021/08:40,8.04842,83.1,0.08755,13.12,11.54,56649.01982022557
630,01/04/2021/09:00,7.80534,78.6,0.08652,75.1,25.83,60908.305575248574
631,01/04/2021/09:10,8.32961,75.2,0.08755,98.3,26.97,61328.74727523243
640,01/04/2021/10:40,11.1446,65.24,0.08652,322.5,40.38,70478.8792810928
643,01/04/2021/11:10,12.6793,63.71,0.08549,384.3,45.19,73477.91938252322
644,01/04/2021/11:20,13.3076,62.44,0.08755,401.8,45.14,74044.18381108578
646,01/04/2021/11:40,14.4406,59.0,0.0885799999999999,433.4,45.06,72594.11560679629
647,01/04/2021/11:50,15.0483,60.1,0.08652,447.5,45.84,73156.48965599731
648,01/04/2021/12:00,15.7899,61.37,0.08652,459.9,46.63,75194.41749238753
649,01/04/2021/12:10,16.6345,62.6,0.08755,468.9,47.67,74208.86512034606
651,01/04/2021/12:30,17.4379,59.53,0.08755,483.6,49.94,74615.14625606922
655,01/04/2021/13:10,18.8799,59.37,0.08446,495.7,53.52,75402.62959154097
657,01/04/2021/13:30,19.261,59.2,0.08446,494.8,58.49,75020.50125632522
659,01/04/2021/13:50,19.7142,57.23,0.0885799999999999,480.6,59.52,74515.64996321281
664,01/04/2021/14:40,20.3425,56.13,0.08446,429.9,65.59,73041.52223830699
672,01/04/2021/16:00,20.5588,50.78,0.08343,212.4,208.6,74423.85796995707
673,01/04/2021/16:10,19.9099,51.38,0.08137,183.4,195.5,75634.00499337715
674,01/04/2021/16:20,19.6318,52.25,0.07828,217.7,245.4,70517.92968903625
676,01/04/2021/16:40,19.467,52.22,0.07828,177.7,208.0,71329.15658169382
677,01/04/2021/16:50,19.4155,52.78,0.07622,153.9,182.3,71536.44245101305
681,01/04/2021/17:30,18.437,58.32,0.07931,50.62,60.16,83184.01527976093
682,01/04/2021/17:40,18.241300000000003,58.66,0.07725,27.97,32.23,101097.5446383621
686,01/04/2021/18:20,16.6963,63.53,0.09373,3.239,3.356,100251.06954844651
687,01/04/2021/18:30,16.3873,64.66,0.08961,0.875,0.905,99694.71369103692
697,01/04/2021/20:10,13.9153,73.6,0.09064,0.062,0.119,99977.82728779249
702,01/04/2021/21:00,13.2355,78.6,0.07931,0.055,0.104,96115.5156064982
708,01/04/2021/22:00,12.9574,81.6,0.08446,0.062,0.089,87217.288630311
709,01/04/2021/22:10,12.8441,83.1,0.08652,0.055,0.134,87715.3938117722
710,01/04/2021/22:20,13.2252,82.7,0.08755,0.059,0.119,87632.50298406518
712,01/04/2021/22:40,12.8029,81.7,0.08961,0.059,0.126,88860.42804722601
723,01/05/2021/00:30,11.1858,85.6,0.0885799999999999,0.059,0.115,65508.23518182768
724,01/05/2021/00:40,11.2064,85.7,0.08549,0.051,0.159,66132.58295568965
725,01/05/2021/00:50,11.1034,85.5,0.08446,0.073,0.134,65247.70718176092
729,01/05/2021/01:30,10.7017,86.7,0.08755,0.073,0.126,57133.34241933754
732,01/05/2021/02:00,10.6193,86.6,0.08755,0.077,0.171,53938.20071306947
733,01/05/2021/02:10,10.4339,86.7,0.08549,0.059,0.171,53699.51130583638
734,01/05/2021/02:20,10.1764,87.4,0.08549,0.066,0.148,52585.13478447438
736,01/05/2021/02:40,10.3103,87.4,0.08549,0.081,0.13,52676.68441876415
738,01/05/2021/03:00,10.691400000000002,87.0,0.08961,0.059,0.152,50946.1319510241
740,01/05/2021/03:20,10.4442,87.1,0.08652,0.055,0.141,51014.7576047513
741,01/05/2021/03:30,10.6811,87.2,0.09064,0.066,0.13,50998.36974966673
742,01/05/2021/03:40,10.7841,86.9,0.09167,0.066,0.167,51323.05252122141
743,01/05/2021/03:50,10.4957,87.0,0.09064,0.048,0.156,51108.71780340198
745,01/05/2021/04:10,10.2279,87.7,0.08652,0.037,0.252,50092.700482225555
746,01/05/2021/04:20,10.2794,88.2,0.09476,0.062,0.152,51241.90982354372
747,01/05/2021/04:30,10.3721,88.1,0.08755,0.059,0.174,51254.10863607312
748,01/05/2021/04:40,10.3309,88.8,0.08755,0.091,0.137,50885.353368755284
750,01/05/2021/05:00,10.2485,88.9,0.0824,0.04,0.156,51623.29461682819
754,01/05/2021/05:40,10.9798,88.6,0.08549,0.07,0.152,52297.21415909802
756,01/05/2021/06:00,11.0416,86.8,0.08652,0.07,0.111,56961.951207516744
758,01/05/2021/06:20,10.9695,86.8,0.08755,0.04,0.178,56273.81876714743
768,01/05/2021/08:00,11.433,81.7,0.08755,0.106,0.23,53801.163265590076
770,01/05/2021/08:20,10.9695,82.5,0.08652,3.089,2.908,55522.07402442118
771,01/05/2021/08:30,10.9386,83.6,0.08961,5.538,5.259,55175.17556371032
772,01/05/2021/08:40,11.3609,83.6,0.09167,12.6,12.03,54828.222625173425
773,01/05/2021/08:50,11.6699,82.4,0.08343,49.13,35.81,55231.693238877204
774,01/05/2021/09:00,12.1334,81.7,0.08961,78.7,52.65,59249.46052440931
776,01/05/2021/09:20,12.2776,79.0,0.08961,78.0,59.66,60460.46490411076
779,01/05/2021/09:50,12.875,77.4,0.0885799999999999,121.6,115.4,62951.584989825875
780,01/05/2021/10:00,13.287,76.1,0.08446,114.3,110.2,67428.02764726714
791,01/05/2021/11:50,15.8826,68.25,0.08755,182.0,176.0,73071.05887054148
793,01/05/2021/12:10,16.48,67.88,0.08549,268.5,218.2,73994.84074152679
800,01/05/2021/13:20,17.901400000000002,66.11,4.84924,244.2,234.6,72559.09120097128
802,01/05/2021/13:40,18.086800000000004,63.21,0.1442,168.6,165.6,72856.55959609491
807,01/05/2021/14:30,18.3031,62.07,0.08446,280.2,254.7,70826.2881455256
810,01/05/2021/15:00,18.1486,64.31,0.08549,181.4,183.2,69184.69677880273
811,01/05/2021/15:10,18.0353,65.34,0.08652,165.9,169.0,70784.57586135961
816,01/05/2021/16:00,17.8396,66.84,0.08549,143.1,142.8,70196.9607030424
817,01/05/2021/16:10,17.8396,67.01,0.08755,143.3,144.1,71207.05201822995
821,01/05/2021/16:50,17.705699999999997,68.68,0.0824,78.1,79.2,70177.08079638128
825,01/05/2021/17:30,17.4173,70.3,0.0885799999999999,38.2,39.13,87722.83629939506
827,01/05/2021/17:50,17.2216,72.1,0.08549,23.54,23.81,88000.18926337504
831,01/05/2021/18:30,16.4697,76.2,0.08549,0.608,0.668,98360.98066399584
833,01/05/2021/18:50,16.4285,75.9,0.08961,0.055,0.108,97869.03509099063
838,01/05/2021/19:40,15.7384,76.0,0.0885799999999999,0.059,0.111,98024.76251690435
839,01/05/2021/19:50,15.7796,75.6,0.08652,0.033,0.141,98131.93136529614
842,01/05/2021/20:20,15.8002,74.6,0.08755,0.044,0.156,97904.24641254693
843,01/05/2021/20:30,15.4603,75.9,0.08961,0.073,0.115,98201.84397411984
844,01/05/2021/20:40,15.1513,76.7,0.08961,0.073,0.096,97838.20601428306
847,01/05/2021/21:10,15.0483,77.3,0.09064,0.026,0.148,93111.71603243782
848,01/05/2021/21:20,15.0277,76.6,0.08961,0.081,0.111,97035.81484064239
850,01/05/2021/21:40,14.8423,77.8,0.08549,0.04,0.134,92742.57814935507
853,01/05/2021/22:10,14.9659,77.5,0.0885799999999999,0.055,0.137,86319.06335766555
857,01/05/2021/22:50,14.7496,78.0,0.0927,0.044,0.171,86385.29060338698
861,01/05/2021/23:30,15.0071,74.9,0.09167,0.07,0.134,77750.57302945686
862,01/05/2021/23:40,14.9865,73.8,0.08549,0.048,0.152,77904.17795225396
866,01/06/2021/00:20,14.5848,76.2,0.08549,0.04,0.137,63941.031625399744
873,01/06/2021/01:30,13.9256,78.3,0.08549,0.059,0.122,57530.50895253601
874,01/06/2021/01:40,13.802,78.8,0.08961,0.059,0.163,58554.12895016227
879,01/06/2021/02:30,12.7617,82.2,0.0885799999999999,0.088,0.122,53734.551012787924
883,01/06/2021/03:10,13.1428,80.6,0.09064,0.059,0.178,51633.573355689805
884,01/06/2021/03:20,13.0604,80.5,0.08652,0.059,0.126,51119.737597544816
890,01/06/2021/04:20,11.7111,84.6,0.09167,0.044,0.171,51286.25942191803
892,01/06/2021/04:40,11.814100000000002,84.4,0.0885799999999999,0.055,0.152,51012.62838358455
896,01/06/2021/05:20,11.8038,83.9,0.08755,0.029,0.122,52990.28087900867
898,01/06/2021/05:40,11.5875,83.6,0.08961,0.048,0.152,52929.12348576352
902,01/06/2021/06:20,10.9283,84.6,0.0885799999999999,0.066,0.167,55565.90218188419
904,01/06/2021/06:40,10.918,84.3,0.09167,0.066,0.141,55472.900344710135
911,01/06/2021/07:50,10.7223,84.6,0.0927,0.066,0.148,51456.8356937498
913,01/06/2021/08:10,10.712000000000002,85.1,0.0927,0.593,0.53,51713.280718254406
914,01/06/2021/08:20,10.7841,85.0,0.09167,4.216,3.95,52017.31140634875
918,01/06/2021/09:00,10.7429,83.9,0.08755,76.5,51.8,59063.57370458085
919,01/06/2021/09:10,10.8871,83.4,0.08755,63.67,38.59,60956.98870632393
