,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
194,01/01/2021/08:20,11.288800000000002,83.4,0.08549,2.95,2.867,53927.4914954229
195,01/01/2021/08:30,11.031300000000002,83.9,0.08343,6.657,6.472,55370.98212020169
196,01/01/2021/08:40,10.8356,85.1,0.08343,13.02,11.56,55538.65980419158
198,01/01/2021/09:00,10.7532,85.9,0.0824,64.11,24.49,60673.53833127537
199,01/01/2021/09:10,11.0107,86.7,0.08137,92.3,27.88,62556.31761038531
200,01/01/2021/09:20,11.3506,86.7,0.08446,117.2,30.43,59957.93193152172
204,01/01/2021/10:00,14.0904,81.7,0.0824,218.3,39.07,64775.49307818506
210,01/01/2021/11:00,17.0465,64.11,0.07931,360.7,41.43,71017.68774355325
212,01/01/2021/11:20,17.592399999999998,57.23,0.07828,396.6,40.66,67311.32814411508
214,01/01/2021/11:40,17.7984,56.49,0.07725,425.6,41.84,66789.31205587555
216,01/01/2021/12:00,17.726300000000002,55.69,0.07931,452.5,41.73,68952.9883477973
217,01/01/2021/12:10,17.6954,57.2,0.08034,460.5,42.38,68991.1978242489
219,01/01/2021/12:30,17.613000000000003,58.33,0.07828,476.2,43.25,68492.86360918568
225,01/01/2021/13:30,17.849899999999998,59.16,0.07828,484.1,43.72,68923.52008519504
226,01/01/2021/13:40,17.9323,58.13,0.07828,481.1,43.82,68838.20126174374
231,01/01/2021/14:30,18.076500000000003,55.99,0.07622,441.9,41.88,69910.39902210777
233,01/01/2021/14:50,18.1692,55.35,0.07931,413.9,41.5,70685.32008879079
237,01/01/2021/15:30,17.9735,57.86,0.07725,345.8,57.35,69851.89701361326
239,01/01/2021/15:50,17.901400000000002,58.02,0.07622,302.9,121.3,71346.71882742787
241,01/01/2021/16:10,17.7469,59.76,0.07931,260.6,238.0,70911.77582895316
242,01/01/2021/16:20,17.7469,61.12,0.07725,238.2,253.4,69447.88976511877
248,01/01/2021/17:20,17.5306,62.32,0.07828,98.7,123.7,77804.73846532601
250,01/01/2021/17:40,17.314300000000003,61.79,0.08034,58.1,75.3,80578.6947255522
251,01/01/2021/17:50,17.1804,62.05,0.08137,22.4,25.24,92071.89112628218
252,01/01/2021/18:00,17.0362,64.02,0.07622,11.04,11.2,98850.09304678741
261,01/01/2021/19:30,15.8929,69.86,0.07828,0.04,0.108,97038.45957176243
262,01/01/2021/19:40,15.8105,69.86,0.07828,0.073,0.078,93431.47754805595
263,01/01/2021/19:50,15.656,70.5,0.07828,0.055,0.122,98744.4919095678
266,01/01/2021/20:20,15.8826,68.52,0.07725,0.055,0.093,98398.32367821531
267,01/01/2021/20:30,15.759,69.03,0.07725,0.055,0.093,97173.45769382325
268,01/01/2021/20:40,15.7899,68.72,0.07828,0.066,0.108,98413.88537096907
273,01/01/2021/21:30,15.4809,66.62,0.07622,0.07,0.085,92520.60822128305
274,01/01/2021/21:40,15.3779,67.29,0.07828,0.07,0.111,92836.0882147403
277,01/01/2021/22:10,15.3161,67.96,0.07725,0.066,0.134,87353.3903639076
278,01/01/2021/22:20,15.3676,68.52,0.07622,0.037,0.148,89931.77813417387
279,01/01/2021/22:30,15.4088,68.62,0.07725,0.102,0.063,88564.27535881744
280,01/01/2021/22:40,15.3264,69.33,0.07725,0.062,0.152,87988.90557005977
283,01/01/2021/23:10,15.1925,70.4,0.07313,0.051,0.152,78876.28375476842
285,01/01/2021/23:30,14.6569,72.9,0.07931,0.059,0.111,74626.52570585354
289,01/02/2021/00:10,14.5848,74.0,0.0741599999999999,0.07,0.141,59660.24854831246
292,01/02/2021/00:40,13.8535,77.7,0.07622,0.073,0.115,61206.15197822263
295,01/02/2021/01:10,14.821700000000002,71.0,0.08034,0.062,0.148,55817.92590955231
297,01/02/2021/01:30,14.832,71.5,0.07725,0.062,0.156,56009.09990505127
304,01/02/2021/02:40,14.6878,75.5,0.07828,0.073,0.163,52336.304078210174
308,01/02/2021/03:20,14.626,73.8,0.0741599999999999,0.084,0.178,48513.8732348457
309,01/02/2021/03:30,14.4612,74.7,0.07931,0.077,0.134,48967.12701025639
311,01/02/2021/03:50,14.3376,75.2,0.07931,0.059,0.182,50204.03984459086
312,01/02/2021/04:00,14.2655,75.1,0.08549,0.077,0.156,51102.334678550855
313,01/02/2021/04:10,14.0698,75.5,0.08652,0.07,0.156,48896.391166864865
314,01/02/2021/04:20,13.956500000000002,76.1,0.07931,0.055,0.156,50694.4667717231
316,01/02/2021/04:40,13.5651,77.8,0.07828,0.077,0.148,51364.0775435201
317,01/02/2021/04:50,13.2149,78.5,0.07828,0.066,0.148,50557.901224671004
322,01/02/2021/05:40,13.616600000000002,80.0,0.07828,0.077,0.171,50285.824304502254
323,01/02/2021/05:50,13.7608,77.9,0.07931,0.062,0.174,50535.52148143752
324,01/02/2021/06:00,13.8432,77.5,0.08137,0.102,0.122,55914.57704618547
326,01/02/2021/06:20,13.7299,76.8,0.07725,0.062,0.145,54496.509233293276
330,01/02/2021/07:00,12.5145,80.8,0.0824,0.055,0.193,54158.666650167674
332,01/02/2021/07:20,12.257,81.5,0.07828,0.048,0.171,53492.20435236566
341,01/02/2021/08:50,10.7944,85.7,0.08446,38.0,20.54,55766.70188881964
342,01/02/2021/09:00,10.712000000000002,85.3,0.08446,64.8,27.42,62078.71571901832
343,01/02/2021/09:10,10.8253,85.5,0.08549,85.3,33.31,59564.38226812521
344,01/02/2021/09:20,11.124,85.0,0.08652,109.4,38.03,60471.44397160078
351,01/02/2021/10:30,16.1092,73.2,0.08137,294.9,43.18,67889.38780056615
353,01/02/2021/10:50,16.6448,72.3,0.08343,339.3,43.08,69446.09983271777
354,01/02/2021/11:00,17.0362,69.24,0.08652,361.2,43.97,72002.08452079179
369,01/02/2021/13:30,18.0971,62.7,0.07931,490.1,44.76,72407.54234304106
373,01/02/2021/14:10,18.0044,63.76,0.07725,465.8,44.23,73398.88677297471
374,01/02/2021/14:20,17.8808,64.16,0.0751899999999999,455.2,44.07,74414.84876330622
377,01/02/2021/14:50,17.8808,65.23,0.07725,415.4,43.03,73031.48622208548
381,01/02/2021/15:30,17.963199999999997,64.93,0.07622,348.4,72.7,73210.51974054598
383,01/02/2021/15:50,17.819000000000003,65.83,0.07725,306.7,155.7,72735.55690824318
385,01/02/2021/16:10,17.8602,66.83,0.07313,259.9,256.6,72501.02468605392
396,01/02/2021/18:00,16.8096,69.56,0.07725,11.76,11.93,98852.20677363298
398,01/02/2021/18:20,16.459400000000002,72.1,0.07828,3.327,3.349,99774.23366327968
399,01/02/2021/18:30,16.3358,73.0,0.07622,1.014,1.087,99955.30212320256
407,01/02/2021/19:50,13.3179,81.3,0.08137,0.059,0.074,98767.2735901405
408,01/02/2021/20:00,13.0707,81.5,0.07931,0.055,0.093,101113.59359183053
409,01/02/2021/20:10,12.7617,81.5,0.08034,0.088,0.089,99227.09534807788
410,01/02/2021/20:20,12.5351,83.1,0.07622,0.084,0.067,99896.76687688284
413,01/02/2021/20:50,12.0613,84.2,0.07725,0.062,0.096,99571.44930680263
416,01/02/2021/21:20,11.6699,83.7,0.07828,0.066,0.067,96517.41377124267
418,01/02/2021/21:40,11.474200000000002,84.0,0.0751899999999999,0.055,0.085,96189.03857969855
419,01/02/2021/21:50,11.4433,83.8,0.0751899999999999,0.081,0.078,94767.98934052102
423,01/02/2021/22:30,11.3094,83.6,0.0751899999999999,0.062,0.059,90574.50867840985
426,01/02/2021/23:00,10.8253,84.3,0.07725,0.062,0.104,75155.7735454386
428,01/02/2021/23:20,10.918,84.4,0.07622,0.048,0.104,79866.26136217307
429,01/02/2021/23:30,10.8047,84.5,0.07931,0.04,0.159,75126.77621467224
430,01/02/2021/23:40,10.6399,84.7,0.07828,0.059,0.059,79358.76080831268
431,01/02/2021/23:50,10.815,84.7,0.0751899999999999,0.077,0.059,78522.78382559164
436,01/03/2021/00:40,10.6708,82.0,0.08034,0.055,0.108,61528.86472045913
437,01/03/2021/00:50,10.4751,82.7,0.07725,0.062,0.111,61919.320414251066
438,01/03/2021/01:00,10.4339,82.4,0.07622,0.037,0.1,56177.02534636335
439,01/03/2021/01:10,10.4442,82.3,0.07622,0.073,0.093,55704.6368227096
441,01/03/2021/01:30,10.6399,82.2,0.07725,0.062,0.082,54208.2307071229
444,01/03/2021/02:00,10.4339,81.2,0.07725,0.059,0.119,51790.876436622915
447,01/03/2021/02:30,10.2073,81.8,0.08034,0.07,0.111,51658.86464218812
452,01/03/2021/03:20,10.1352,80.5,0.0751899999999999,0.059,0.134,49439.52881068979
454,01/03/2021/03:40,9.723200000000002,81.1,0.07828,0.062,0.126,50098.854128046005
457,01/03/2021/04:10,9.26073,82.5,0.0885799999999999,0.084,0.108,51247.21485819315
460,01/03/2021/04:40,8.333730000000001,84.9,0.08549,0.055,0.085,50341.454426698525
462,01/03/2021/05:00,8.24309,86.3,0.08755,0.062,0.1,50970.859291301946
464,01/03/2021/05:20,8.28326,86.7,0.08961,0.062,0.148,51462.42934409501
465,01/03/2021/05:30,8.21528,86.8,0.08755,0.077,0.119,52347.565834322806
468,01/03/2021/06:00,8.184379999999999,86.9,0.08652,0.07,0.122,53660.38939422621
469,01/03/2021/06:10,8.02885,86.9,0.0885799999999999,0.07,0.085,51939.551356070806
470,01/03/2021/06:20,7.71264,87.1,0.08961,0.029,0.134,55448.12045269929
471,01/03/2021/06:30,7.57256,87.1,0.08549,0.051,0.148,55858.068396665396
474,01/03/2021/07:00,7.58492,87.7,0.08961,0.051,0.122,51731.59185862528
475,01/03/2021/07:10,7.61479,87.8,0.08961,0.048,0.111,52551.73452492977
476,01/03/2021/07:20,7.74972,87.7,0.09064,0.051,0.145,52297.83474039314
479,01/03/2021/07:50,7.556080000000001,86.7,0.09167,0.11,0.119,53304.21045558412
480,01/03/2021/08:00,7.35317,86.9,0.08755,0.146,0.226,52724.823026698476
482,01/03/2021/08:20,7.31197,87.4,0.08652,2.906,2.804,55704.3313021509
484,01/03/2021/08:40,6.98237,87.7,0.0885799999999999,13.9,12.28,55682.667393867945
491,01/03/2021/09:50,7.970140000000001,84.7,0.09167,196.1,37.53,65150.85818503027
494,01/03/2021/10:20,8.85079,81.6,0.0927,272.8,39.92,67968.01866799068
498,01/03/2021/11:00,10.3103,79.8,0.09064,354.4,40.51,70671.40304215538
499,01/03/2021/11:10,10.8871,79.0,0.09064,384.7,40.3,68675.20585219646
501,01/03/2021/11:30,11.948,77.3,0.0927,420.1,39.15,70505.81745065321
505,01/03/2021/12:10,14.42,67.75,0.0885799999999999,477.0,37.37,75946.00608108783
508,01/03/2021/12:40,16.1298,65.01,0.08961,499.7,37.17,75728.29106437146
509,01/03/2021/12:50,16.3976,63.81,0.0885799999999999,503.9,37.24,75008.36135897861
512,01/03/2021/13:20,17.8602,60.2,0.08755,506.6,37.02,72446.21788221391
516,01/03/2021/14:00,20.2395,53.72,0.08652,485.9,38.87,70758.61294631468
517,01/03/2021/14:10,20.1365,50.78,0.08446,468.6,43.49,74238.56427410225
521,01/03/2021/14:50,20.0747,56.59,0.07931,418.2,45.45,72608.54040271713
523,01/03/2021/15:10,19.8069,59.17,0.07725,391.1,50.26,71320.62272309937
532,01/03/2021/16:40,20.188,60.67,0.08343,189.1,227.1,71408.9368883374
536,01/03/2021/17:20,19.4567,63.5,0.07725,88.0,109.5,83177.12151272382
538,01/03/2021/17:40,18.3752,67.87,0.07622,52.73,67.32,96010.52075578165
542,01/03/2021/18:20,16.613900000000005,73.2,0.08343,3.532,3.546,97933.78740494727
543,01/03/2021/18:30,15.6766,75.6,0.08549,1.142,1.22,97330.33568342555
550,01/03/2021/19:40,16.3049,71.8,0.09064,0.051,0.093,96433.50583607977
554,01/03/2021/20:20,16.0165,67.73,0.09167,0.066,0.093,97855.14940430358
558,01/03/2021/21:00,15.264600000000002,69.5,0.0885799999999999,0.044,0.122,94189.99894884533
564,01/03/2021/22:00,13.3488,73.9,0.08652,0.077,0.148,86515.70623730363
566,01/03/2021/22:20,12.8132,76.3,0.08446,0.073,0.074,85873.01312679517
573,01/03/2021/23:30,11.9892,77.9,0.08549,0.051,0.096,77946.04854594156
574,01/03/2021/23:40,11.9892,77.7,0.08652,0.055,0.126,75890.39542624936
578,01/04/2021/00:20,11.3712,80.1,0.08961,0.07,0.141,63955.38396519782
579,01/04/2021/00:30,11.5463,78.5,0.08652,0.088,0.134,65698.03960071487
581,01/04/2021/00:50,11.227,77.8,0.08549,0.051,0.148,65626.10070596813
584,01/04/2021/01:20,10.8562,78.6,0.08755,0.106,0.111,56914.83919164495
585,01/04/2021/01:30,10.5678,79.9,0.08961,0.07,0.145,57141.711356723674
586,01/04/2021/01:40,10.3412,80.4,0.08961,0.059,0.126,58081.72313426095
588,01/04/2021/02:00,10.0734,81.5,0.08961,0.077,0.111,52791.116580519316
593,01/04/2021/02:50,10.0219,80.4,0.0885799999999999,0.084,0.159,51081.696513104434
596,01/04/2021/03:20,9.8159,80.7,0.08446,0.066,0.163,49812.95456491358
600,01/04/2021/04:00,9.5481,77.4,0.0824,0.066,0.152,49161.014966920964
608,01/04/2021/05:20,9.6408,75.1,0.0885799999999999,0.07,0.141,52383.794228465216
609,01/04/2021/05:30,9.300900000000002,76.0,0.08549,0.04,0.141,53400.09480118368
616,01/04/2021/06:40,9.16082,73.7,0.08549,0.081,0.093,57066.19441721018
618,01/04/2021/07:00,8.21219,80.6,0.09167,0.066,0.141,53767.17437475007
621,01/04/2021/07:30,8.409949999999998,78.9,0.09064,0.07,0.111,53983.233922951644
623,01/04/2021/07:50,8.15245,81.8,0.09064,0.066,0.163,52455.8902261999
624,01/04/2021/08:00,8.08756,81.7,0.0885799999999999,0.187,0.26,52295.753830548725
625,01/04/2021/08:10,8.295620000000001,81.1,0.08755,0.922,0.86,54874.30794881311
626,01/04/2021/08:20,7.92585,82.1,0.08961,3.052,2.752,53723.74583549304
628,01/04/2021/08:40,8.04842,83.1,0.08755,13.12,11.54,57190.756462498044
630,01/04/2021/09:00,7.80534,78.6,0.08652,75.1,25.83,61044.33438561695
631,01/04/2021/09:10,8.32961,75.2,0.08755,98.3,26.97,61399.704127872246
640,01/04/2021/10:40,11.1446,65.24,0.08652,322.5,40.38,70612.51995371887
643,01/04/2021/11:10,12.6793,63.71,0.08549,384.3,45.19,74565.9642831726
644,01/04/2021/11:20,13.3076,62.44,0.08755,401.8,45.14,75321.59307604328
646,01/04/2021/11:40,14.4406,59.0,0.0885799999999999,433.4,45.06,73017.77509486978
647,01/04/2021/11:50,15.0483,60.1,0.08652,447.5,45.84,73762.52249402025
648,01/04/2021/12:00,15.7899,61.37,0.08652,459.9,46.63,76507.58181999586
649,01/04/2021/12:10,16.6345,62.6,0.08755,468.9,47.67,74149.75766049935
651,01/04/2021/12:30,17.4379,59.53,0.08755,483.6,49.94,74855.16934115157
655,01/04/2021/13:10,18.8799,59.37,0.08446,495.7,53.52,75940.84523740273
657,01/04/2021/13:30,19.261,59.2,0.08446,494.8,58.49,75427.3725733053
659,01/04/2021/13:50,19.7142,57.23,0.0885799999999999,480.6,59.52,74392.99885794368
664,01/04/2021/14:40,20.3425,56.13,0.08446,429.9,65.59,72446.51131915861
672,01/04/2021/16:00,20.5588,50.78,0.08343,212.4,208.6,74924.82635412338
673,01/04/2021/16:10,19.9099,51.38,0.08137,183.4,195.5,76666.14150447989
674,01/04/2021/16:20,19.6318,52.25,0.07828,217.7,245.4,69223.30172659087
676,01/04/2021/16:40,19.467,52.22,0.07828,177.7,208.0,70457.54920299478
677,01/04/2021/16:50,19.4155,52.78,0.07622,153.9,182.3,69947.11499011524
681,01/04/2021/17:30,18.437,58.32,0.07931,50.62,60.16,82960.98985766356
682,01/04/2021/17:40,18.241300000000003,58.66,0.07725,27.97,32.23,108383.75531704226
686,01/04/2021/18:20,16.6963,63.53,0.09373,3.239,3.356,100942.34885066337
687,01/04/2021/18:30,16.3873,64.66,0.08961,0.875,0.905,99888.10117876568
697,01/04/2021/20:10,13.9153,73.6,0.09064,0.062,0.119,99696.77325096572
702,01/04/2021/21:00,13.2355,78.6,0.07931,0.055,0.104,97857.08250243012
708,01/04/2021/22:00,12.9574,81.6,0.08446,0.062,0.089,88186.54353848085
709,01/04/2021/22:10,12.8441,83.1,0.08652,0.055,0.134,89547.03358009209
710,01/04/2021/22:20,13.2252,82.7,0.08755,0.059,0.119,89094.05887896643
712,01/04/2021/22:40,12.8029,81.7,0.08961,0.059,0.126,91798.33810688376
723,01/05/2021/00:30,11.1858,85.6,0.0885799999999999,0.059,0.115,66087.37847450224
724,01/05/2021/00:40,11.2064,85.7,0.08549,0.051,0.159,66044.2461959125
725,01/05/2021/00:50,11.1034,85.5,0.08446,0.073,0.134,65962.29064401347
729,01/05/2021/01:30,10.7017,86.7,0.08755,0.073,0.126,57638.412710716984
732,01/05/2021/02:00,10.6193,86.6,0.08755,0.077,0.171,54770.283783711406
733,01/05/2021/02:10,10.4339,86.7,0.08549,0.059,0.171,55141.199914736826
734,01/05/2021/02:20,10.1764,87.4,0.08549,0.066,0.148,53109.23218564962
736,01/05/2021/02:40,10.3103,87.4,0.08549,0.081,0.13,53255.71531312235
738,01/05/2021/03:00,10.691400000000002,87.0,0.08961,0.059,0.152,50277.493644945826
740,01/05/2021/03:20,10.4442,87.1,0.08652,0.055,0.141,50588.24074729975
741,01/05/2021/03:30,10.6811,87.2,0.09064,0.066,0.13,50419.42517068347
742,01/05/2021/03:40,10.7841,86.9,0.09167,0.066,0.167,50783.19893689888
743,01/05/2021/03:50,10.4957,87.0,0.09064,0.048,0.156,50602.61764220276
745,01/05/2021/04:10,10.2279,87.7,0.08652,0.037,0.252,49388.35632741868
746,01/05/2021/04:20,10.2794,88.2,0.09476,0.062,0.152,50603.23822110505
747,01/05/2021/04:30,10.3721,88.1,0.08755,0.059,0.174,51178.14536730103
748,01/05/2021/04:40,10.3309,88.8,0.08755,0.091,0.137,50992.81494796495
750,01/05/2021/05:00,10.2485,88.9,0.0824,0.04,0.156,51152.22211208121
754,01/05/2021/05:40,10.9798,88.6,0.08549,0.07,0.152,52671.973607293185
756,01/05/2021/06:00,11.0416,86.8,0.08652,0.07,0.111,57958.59021003465
758,01/05/2021/06:20,10.9695,86.8,0.08755,0.04,0.178,56665.61344506569
768,01/05/2021/08:00,11.433,81.7,0.08755,0.106,0.23,54141.27473547297
770,01/05/2021/08:20,10.9695,82.5,0.08652,3.089,2.908,55946.222653035235
771,01/05/2021/08:30,10.9386,83.6,0.08961,5.538,5.259,55085.59759293301
772,01/05/2021/08:40,11.3609,83.6,0.09167,12.6,12.03,54275.8199918442
773,01/05/2021/08:50,11.6699,82.4,0.08343,49.13,35.81,54501.330508225285
774,01/05/2021/09:00,12.1334,81.7,0.08961,78.7,52.65,57605.82221203756
776,01/05/2021/09:20,12.2776,79.0,0.08961,78.0,59.66,59741.929125637114
779,01/05/2021/09:50,12.875,77.4,0.0885799999999999,121.6,115.4,62605.18944266662
780,01/05/2021/10:00,13.287,76.1,0.08446,114.3,110.2,67146.36777950823
791,01/05/2021/11:50,15.8826,68.25,0.08755,182.0,176.0,72960.87742439122
793,01/05/2021/12:10,16.48,67.88,0.08549,268.5,218.2,74745.8388942771
800,01/05/2021/13:20,17.901400000000002,66.11,4.84924,244.2,234.6,72378.79198242283
802,01/05/2021/13:40,18.086800000000004,63.21,0.1442,168.6,165.6,72542.00138792013
807,01/05/2021/14:30,18.3031,62.07,0.08446,280.2,254.7,69649.2810846586
810,01/05/2021/15:00,18.1486,64.31,0.08549,181.4,183.2,67734.59232551124
811,01/05/2021/15:10,18.0353,65.34,0.08652,165.9,169.0,70695.24948056923
816,01/05/2021/16:00,17.8396,66.84,0.08549,143.1,142.8,69915.26024932906
817,01/05/2021/16:10,17.8396,67.01,0.08755,143.3,144.1,71852.9924891378
821,01/05/2021/16:50,17.705699999999997,68.68,0.0824,78.1,79.2,66653.54494141617
825,01/05/2021/17:30,17.4173,70.3,0.0885799999999999,38.2,39.13,88550.40954282877
827,01/05/2021/17:50,17.2216,72.1,0.08549,23.54,23.81,87525.74036136965
831,01/05/2021/18:30,16.4697,76.2,0.08549,0.608,0.668,98689.98573471338
833,01/05/2021/18:50,16.4285,75.9,0.08961,0.055,0.108,97678.25969038942
838,01/05/2021/19:40,15.7384,76.0,0.0885799999999999,0.059,0.111,98680.69729386983
839,01/05/2021/19:50,15.7796,75.6,0.08652,0.033,0.141,98818.7378837822
842,01/05/2021/20:20,15.8002,74.6,0.08755,0.044,0.156,98541.25710370675
843,01/05/2021/20:30,15.4603,75.9,0.08961,0.073,0.115,98941.20840116295
844,01/05/2021/20:40,15.1513,76.7,0.08961,0.073,0.096,98280.45061509652
847,01/05/2021/21:10,15.0483,77.3,0.09064,0.026,0.148,93346.64181271003
848,01/05/2021/21:20,15.0277,76.6,0.08961,0.081,0.111,98372.38662637243
850,01/05/2021/21:40,14.8423,77.8,0.08549,0.04,0.134,92637.45339177459
853,01/05/2021/22:10,14.9659,77.5,0.0885799999999999,0.055,0.137,85477.82088722057
857,01/05/2021/22:50,14.7496,78.0,0.0927,0.044,0.171,86010.17729155072
861,01/05/2021/23:30,15.0071,74.9,0.09167,0.07,0.134,78271.94824560653
862,01/05/2021/23:40,14.9865,73.8,0.08549,0.048,0.152,79554.56275798216
866,01/06/2021/00:20,14.5848,76.2,0.08549,0.04,0.137,63868.77138938184
873,01/06/2021/01:30,13.9256,78.3,0.08549,0.059,0.122,57335.29462299197
874,01/06/2021/01:40,13.802,78.8,0.08961,0.059,0.163,59151.86490276201
879,01/06/2021/02:30,12.7617,82.2,0.0885799999999999,0.088,0.122,54713.069862217184
883,01/06/2021/03:10,13.1428,80.6,0.09064,0.059,0.178,52169.22286979414
884,01/06/2021/03:20,13.0604,80.5,0.08652,0.059,0.126,51012.266379987035
890,01/06/2021/04:20,11.7111,84.6,0.09167,0.044,0.171,51545.468264892144
892,01/06/2021/04:40,11.814100000000002,84.4,0.0885799999999999,0.055,0.152,50972.376879200274
896,01/06/2021/05:20,11.8038,83.9,0.08755,0.029,0.122,53177.73597762412
898,01/06/2021/05:40,11.5875,83.6,0.08961,0.048,0.152,53466.72832348266
902,01/06/2021/06:20,10.9283,84.6,0.0885799999999999,0.066,0.167,55521.5266916467
904,01/06/2021/06:40,10.918,84.3,0.09167,0.066,0.141,55317.02118382498
911,01/06/2021/07:50,10.7223,84.6,0.0927,0.066,0.148,51329.947738166346
913,01/06/2021/08:10,10.712000000000002,85.1,0.0927,0.593,0.53,51534.9748688184
914,01/06/2021/08:20,10.7841,85.0,0.09167,4.216,3.95,51100.455612209094
918,01/06/2021/09:00,10.7429,83.9,0.08755,76.5,51.8,58436.59103338967
919,01/06/2021/09:10,10.8871,83.4,0.08755,63.67,38.59,60863.649991709724
