,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
173,01/01/2021/04:50,12.3291,82.8,0.07931,0.066,0.178,48588.254134531
176,01/01/2021/05:20,12.0922,82.8,0.08343,0.106,0.126,51135.02990724363
180,01/01/2021/06:00,11.9274,84.5,0.07725,0.048,0.134,55680.66487849837
181,01/01/2021/06:10,11.7832,84.1,0.07725,0.07,0.145,55692.72973843105
182,01/01/2021/06:20,11.742,84.4,0.07931,0.07,0.122,55748.7832730359
186,01/01/2021/07:00,11.5051,85.8,0.08034,0.073,0.163,52761.296473555194
194,01/01/2021/08:20,11.288800000000002,83.4,0.08549,2.95,2.867,54516.84979186165
195,01/01/2021/08:30,11.031300000000002,83.9,0.08343,6.657,6.472,55789.5200571116
196,01/01/2021/08:40,10.8356,85.1,0.08343,13.02,11.56,56206.606470502986
198,01/01/2021/09:00,10.7532,85.9,0.0824,64.11,24.49,59948.19214671286
199,01/01/2021/09:10,11.0107,86.7,0.08137,92.3,27.88,59791.57328508716
200,01/01/2021/09:20,11.3506,86.7,0.08446,117.2,30.43,60459.15236198255
204,01/01/2021/10:00,14.0904,81.7,0.0824,218.3,39.07,66058.45539923632
210,01/01/2021/11:00,17.0465,64.11,0.07931,360.7,41.43,70531.83054204889
212,01/01/2021/11:20,17.592399999999998,57.23,0.07828,396.6,40.66,68151.79985985841
214,01/01/2021/11:40,17.7984,56.49,0.07725,425.6,41.84,68617.04927891144
216,01/01/2021/12:00,17.726300000000002,55.69,0.07931,452.5,41.73,69224.9664184284
217,01/01/2021/12:10,17.6954,57.2,0.08034,460.5,42.38,69352.82565954489
219,01/01/2021/12:30,17.613000000000003,58.33,0.07828,476.2,43.25,69276.68147276698
225,01/01/2021/13:30,17.849899999999998,59.16,0.07828,484.1,43.72,70236.34869293922
226,01/01/2021/13:40,17.9323,58.13,0.07828,481.1,43.82,69555.3134111171
231,01/01/2021/14:30,18.076500000000003,55.99,0.07622,441.9,41.88,69185.55013231502
233,01/01/2021/14:50,18.1692,55.35,0.07931,413.9,41.5,69011.66301685935
237,01/01/2021/15:30,17.9735,57.86,0.07725,345.8,57.35,70338.5613108554
239,01/01/2021/15:50,17.901400000000002,58.02,0.07622,302.9,121.3,70756.16648373281
241,01/01/2021/16:10,17.7469,59.76,0.07931,260.6,238.0,70579.98088053726
242,01/01/2021/16:20,17.7469,61.12,0.07725,238.2,253.4,70378.54863234705
248,01/01/2021/17:20,17.5306,62.32,0.07828,98.7,123.7,78471.80618955533
250,01/01/2021/17:40,17.314300000000003,61.79,0.08034,58.1,75.3,87767.02851756827
251,01/01/2021/17:50,17.1804,62.05,0.08137,22.4,25.24,92534.5161700066
252,01/01/2021/18:00,17.0362,64.02,0.07622,11.04,11.2,98025.94310312004
261,01/01/2021/19:30,15.8929,69.86,0.07828,0.04,0.108,97691.19918201346
262,01/01/2021/19:40,15.8105,69.86,0.07828,0.073,0.078,97443.48051403396
263,01/01/2021/19:50,15.656,70.5,0.07828,0.055,0.122,98125.10552765908
266,01/01/2021/20:20,15.8826,68.52,0.07725,0.055,0.093,97118.18915537362
267,01/01/2021/20:30,15.759,69.03,0.07725,0.055,0.093,97212.50996762929
268,01/01/2021/20:40,15.7899,68.72,0.07828,0.066,0.108,97324.76366187437
273,01/01/2021/21:30,15.4809,66.62,0.07622,0.07,0.085,94473.99461849635
274,01/01/2021/21:40,15.3779,67.29,0.07828,0.07,0.111,93773.27754536146
277,01/01/2021/22:10,15.3161,67.96,0.07725,0.066,0.134,86417.83268763288
278,01/01/2021/22:20,15.3676,68.52,0.07622,0.037,0.148,87415.73723673474
279,01/01/2021/22:30,15.4088,68.62,0.07725,0.102,0.063,86335.68078680744
280,01/01/2021/22:40,15.3264,69.33,0.07725,0.062,0.152,86606.45376379006
283,01/01/2021/23:10,15.1925,70.4,0.07313,0.051,0.152,75782.29145721675
285,01/01/2021/23:30,14.6569,72.9,0.07931,0.059,0.111,74762.57038335504
289,01/02/2021/00:10,14.5848,74.0,0.0741599999999999,0.07,0.141,62249.705010447775
292,01/02/2021/00:40,13.8535,77.7,0.07622,0.073,0.115,62742.28011421025
295,01/02/2021/01:10,14.821700000000002,71.0,0.08034,0.062,0.148,55266.27977083347
297,01/02/2021/01:30,14.832,71.5,0.07725,0.062,0.156,55363.878657554465
304,01/02/2021/02:40,14.6878,75.5,0.07828,0.073,0.163,50929.56731772098
308,01/02/2021/03:20,14.626,73.8,0.0741599999999999,0.084,0.178,49927.4634311542
309,01/02/2021/03:30,14.4612,74.7,0.07931,0.077,0.134,49347.18108088134
311,01/02/2021/03:50,14.3376,75.2,0.07931,0.059,0.182,49693.09298749757
312,01/02/2021/04:00,14.2655,75.1,0.08549,0.077,0.156,49819.67156556346
313,01/02/2021/04:10,14.0698,75.5,0.08652,0.07,0.156,49987.108384638486
314,01/02/2021/04:20,13.956500000000002,76.1,0.07931,0.055,0.156,49613.754547971876
316,01/02/2021/04:40,13.5651,77.8,0.07828,0.077,0.148,49895.69633748888
317,01/02/2021/04:50,13.2149,78.5,0.07828,0.066,0.148,49936.023599681095
322,01/02/2021/05:40,13.616600000000002,80.0,0.07828,0.077,0.171,50376.665932070435
323,01/02/2021/05:50,13.7608,77.9,0.07931,0.062,0.174,50301.887268386505
324,01/02/2021/06:00,13.8432,77.5,0.08137,0.102,0.122,55851.159723706565
326,01/02/2021/06:20,13.7299,76.8,0.07725,0.062,0.145,55958.956863824234
330,01/02/2021/07:00,12.5145,80.8,0.0824,0.055,0.193,55477.05269263149
332,01/02/2021/07:20,12.257,81.5,0.07828,0.048,0.171,55330.370382007095
341,01/02/2021/08:50,10.7944,85.7,0.08446,38.0,20.54,56198.662243400526
342,01/02/2021/09:00,10.712000000000002,85.3,0.08446,64.8,27.42,59993.78241285888
343,01/02/2021/09:10,10.8253,85.5,0.08549,85.3,33.31,60369.05123232982
344,01/02/2021/09:20,11.124,85.0,0.08652,109.4,38.03,61754.37677953606
351,01/02/2021/10:30,16.1092,73.2,0.08137,294.9,43.18,67095.49243896859
353,01/02/2021/10:50,16.6448,72.3,0.08343,339.3,43.08,68667.4450384994
354,01/02/2021/11:00,17.0362,69.24,0.08652,361.2,43.97,72622.80783799209
369,01/02/2021/13:30,18.0971,62.7,0.07931,490.1,44.76,74504.37129199396
373,01/02/2021/14:10,18.0044,63.76,0.07725,465.8,44.23,72456.21898344233
374,01/02/2021/14:20,17.8808,64.16,0.0751899999999999,455.2,44.07,72387.86154741503
377,01/02/2021/14:50,17.8808,65.23,0.07725,415.4,43.03,72075.39610414415
381,01/02/2021/15:30,17.963199999999997,64.93,0.07622,348.4,72.7,72160.57194798163
383,01/02/2021/15:50,17.819000000000003,65.83,0.07725,306.7,155.7,72144.34137465415
385,01/02/2021/16:10,17.8602,66.83,0.07313,259.9,256.6,71769.67046482259
396,01/02/2021/18:00,16.8096,69.56,0.07725,11.76,11.93,98594.49658775874
398,01/02/2021/18:20,16.459400000000002,72.1,0.07828,3.327,3.349,99381.60504582358
399,01/02/2021/18:30,16.3358,73.0,0.07622,1.014,1.087,99411.54723406372
407,01/02/2021/19:50,13.3179,81.3,0.08137,0.059,0.074,98316.47242728694
408,01/02/2021/20:00,13.0707,81.5,0.07931,0.055,0.093,98248.48163266548
409,01/02/2021/20:10,12.7617,81.5,0.08034,0.088,0.089,98406.65143902958
410,01/02/2021/20:20,12.5351,83.1,0.07622,0.084,0.067,98162.1618922438
413,01/02/2021/20:50,12.0613,84.2,0.07725,0.062,0.096,98154.91458191522
416,01/02/2021/21:20,11.6699,83.7,0.07828,0.066,0.067,95255.90941110006
418,01/02/2021/21:40,11.474200000000002,84.0,0.0751899999999999,0.055,0.085,95269.13578916255
419,01/02/2021/21:50,11.4433,83.8,0.0751899999999999,0.081,0.078,94895.88333394307
423,01/02/2021/22:30,11.3094,83.6,0.0751899999999999,0.062,0.059,88042.97042787692
426,01/02/2021/23:00,10.8253,84.3,0.07725,0.062,0.104,76124.59340787466
428,01/02/2021/23:20,10.918,84.4,0.07622,0.048,0.104,75927.42686268111
429,01/02/2021/23:30,10.8047,84.5,0.07931,0.04,0.159,75168.21396948697
430,01/02/2021/23:40,10.6399,84.7,0.07828,0.059,0.059,76495.88582584058
431,01/02/2021/23:50,10.815,84.7,0.0751899999999999,0.077,0.059,75832.65964678957
436,01/03/2021/00:40,10.6708,82.0,0.08034,0.055,0.108,63655.38416475833
437,01/03/2021/00:50,10.4751,82.7,0.07725,0.062,0.111,64601.08897670636
438,01/03/2021/01:00,10.4339,82.4,0.07622,0.037,0.1,55526.158750436465
439,01/03/2021/01:10,10.4442,82.3,0.07622,0.073,0.093,55025.218844329356
441,01/03/2021/01:30,10.6399,82.2,0.07725,0.062,0.082,54925.185895109054
444,01/03/2021/02:00,10.4339,81.2,0.07725,0.059,0.119,52462.4608314097
447,01/03/2021/02:30,10.2073,81.8,0.08034,0.07,0.111,52223.288458573115
452,01/03/2021/03:20,10.1352,80.5,0.0751899999999999,0.059,0.134,50344.51448867431
454,01/03/2021/03:40,9.723200000000002,81.1,0.07828,0.062,0.126,49935.964192546075
457,01/03/2021/04:10,9.26073,82.5,0.0885799999999999,0.084,0.108,49579.24609270299
460,01/03/2021/04:40,8.333730000000001,84.9,0.08549,0.055,0.085,49012.43842329296
462,01/03/2021/05:00,8.24309,86.3,0.08755,0.062,0.1,52741.1127704446
464,01/03/2021/05:20,8.28326,86.7,0.08961,0.062,0.148,52932.11412147561
465,01/03/2021/05:30,8.21528,86.8,0.08755,0.077,0.119,53107.568766735916
468,01/03/2021/06:00,8.184379999999999,86.9,0.08652,0.07,0.122,55855.385333319755
469,01/03/2021/06:10,8.02885,86.9,0.0885799999999999,0.07,0.085,55663.33409197361
470,01/03/2021/06:20,7.71264,87.1,0.08961,0.029,0.134,56157.10186532531
471,01/03/2021/06:30,7.57256,87.1,0.08549,0.051,0.148,55947.39254336148
474,01/03/2021/07:00,7.58492,87.7,0.08961,0.051,0.122,51984.72845200742
475,01/03/2021/07:10,7.61479,87.8,0.08961,0.048,0.111,52080.99885217017
476,01/03/2021/07:20,7.74972,87.7,0.09064,0.051,0.145,52669.22979496662
479,01/03/2021/07:50,7.556080000000001,86.7,0.09167,0.11,0.119,51730.33085769309
480,01/03/2021/08:00,7.35317,86.9,0.08755,0.146,0.226,53139.37270845371
482,01/03/2021/08:20,7.31197,87.4,0.08652,2.906,2.804,54057.654755730575
484,01/03/2021/08:40,6.98237,87.7,0.0885799999999999,13.9,12.28,55250.54856674926
491,01/03/2021/09:50,7.970140000000001,84.7,0.09167,196.1,37.53,63376.90435165838
494,01/03/2021/10:20,8.85079,81.6,0.0927,272.8,39.92,67217.89969293273
498,01/03/2021/11:00,10.3103,79.8,0.09064,354.4,40.51,72645.29184272114
499,01/03/2021/11:10,10.8871,79.0,0.09064,384.7,40.3,72733.09667627775
501,01/03/2021/11:30,11.948,77.3,0.0927,420.1,39.15,73344.35431177921
505,01/03/2021/12:10,14.42,67.75,0.0885799999999999,477.0,37.37,74516.94703947796
508,01/03/2021/12:40,16.1298,65.01,0.08961,499.7,37.17,74853.96969950429
509,01/03/2021/12:50,16.3976,63.81,0.0885799999999999,503.9,37.24,74929.04256867676
512,01/03/2021/13:20,17.8602,60.2,0.08755,506.6,37.02,74488.28236900657
516,01/03/2021/14:00,20.2395,53.72,0.08652,485.9,38.87,73450.71443930635
517,01/03/2021/14:10,20.1365,50.78,0.08446,468.6,43.49,72727.49745091907
521,01/03/2021/14:50,20.0747,56.59,0.07931,418.2,45.45,72931.50313963051
523,01/03/2021/15:10,19.8069,59.17,0.07725,391.1,50.26,72391.17040353504
532,01/03/2021/16:40,20.188,60.67,0.08343,189.1,227.1,71320.99414153342
536,01/03/2021/17:20,19.4567,63.5,0.07725,88.0,109.5,77833.43652256884
538,01/03/2021/17:40,18.3752,67.87,0.07622,52.73,67.32,88495.068250112
542,01/03/2021/18:20,16.613900000000005,73.2,0.08343,3.532,3.546,99688.45926676434
543,01/03/2021/18:30,15.6766,75.6,0.08549,1.142,1.22,100057.18004463664
550,01/03/2021/19:40,16.3049,71.8,0.09064,0.051,0.093,98161.17658939768
554,01/03/2021/20:20,16.0165,67.73,0.09167,0.066,0.093,97912.13611249128
558,01/03/2021/21:00,15.264600000000002,69.5,0.0885799999999999,0.044,0.122,95001.5508986525
564,01/03/2021/22:00,13.3488,73.9,0.08652,0.077,0.148,88074.9094654266
566,01/03/2021/22:20,12.8132,76.3,0.08446,0.073,0.074,87252.41709763941
573,01/03/2021/23:30,11.9892,77.9,0.08549,0.051,0.096,75838.6345716625
574,01/03/2021/23:40,11.9892,77.7,0.08652,0.055,0.126,75366.02945634391
578,01/04/2021/00:20,11.3712,80.1,0.08961,0.07,0.141,64570.884597017226
579,01/04/2021/00:30,11.5463,78.5,0.08652,0.088,0.134,64739.79678159862
581,01/04/2021/00:50,11.227,77.8,0.08549,0.051,0.148,65668.59324752391
584,01/04/2021/01:20,10.8562,78.6,0.08755,0.106,0.111,57030.51484536099
585,01/04/2021/01:30,10.5678,79.9,0.08961,0.07,0.145,57818.81517958541
586,01/04/2021/01:40,10.3412,80.4,0.08961,0.059,0.126,57535.102508177486
588,01/04/2021/02:00,10.0734,81.5,0.08961,0.077,0.111,52561.93679543006
593,01/04/2021/02:50,10.0219,80.4,0.0885799999999999,0.084,0.159,52673.25769057439
596,01/04/2021/03:20,9.8159,80.7,0.08446,0.066,0.163,50575.94631296576
600,01/04/2021/04:00,9.5481,77.4,0.0824,0.066,0.152,50815.72628805539
608,01/04/2021/05:20,9.6408,75.1,0.0885799999999999,0.07,0.141,51808.822360468046
609,01/04/2021/05:30,9.300900000000002,76.0,0.08549,0.04,0.141,52121.77570359946
616,01/04/2021/06:40,9.16082,73.7,0.08549,0.081,0.093,55660.43784935241
618,01/04/2021/07:00,8.21219,80.6,0.09167,0.066,0.141,52746.94313104209
621,01/04/2021/07:30,8.409949999999998,78.9,0.09064,0.07,0.111,52470.58655609249
623,01/04/2021/07:50,8.15245,81.8,0.09064,0.066,0.163,53146.799054958195
624,01/04/2021/08:00,8.08756,81.7,0.0885799999999999,0.187,0.26,53140.4534116251
625,01/04/2021/08:10,8.295620000000001,81.1,0.08755,0.922,0.86,53901.299917810116
626,01/04/2021/08:20,7.92585,82.1,0.08961,3.052,2.752,54598.96073983745
628,01/04/2021/08:40,8.04842,83.1,0.08755,13.12,11.54,55881.21270680756
630,01/04/2021/09:00,7.80534,78.6,0.08652,75.1,25.83,60969.21672243889
631,01/04/2021/09:10,8.32961,75.2,0.08755,98.3,26.97,61387.84806117783
640,01/04/2021/10:40,11.1446,65.24,0.08652,322.5,40.38,70175.9123567886
643,01/04/2021/11:10,12.6793,63.71,0.08549,384.3,45.19,72591.64438852138
644,01/04/2021/11:20,13.3076,62.44,0.08755,401.8,45.14,72835.43292903889
646,01/04/2021/11:40,14.4406,59.0,0.0885799999999999,433.4,45.06,72351.1333800474
647,01/04/2021/11:50,15.0483,60.1,0.08652,447.5,45.84,72844.09904431345
648,01/04/2021/12:00,15.7899,61.37,0.08652,459.9,46.63,74106.31367847735
649,01/04/2021/12:10,16.6345,62.6,0.08755,468.9,47.67,74373.59489970087
651,01/04/2021/12:30,17.4379,59.53,0.08755,483.6,49.94,74363.52329128291
655,01/04/2021/13:10,18.8799,59.37,0.08446,495.7,53.52,74769.10734492386
657,01/04/2021/13:30,19.261,59.2,0.08446,494.8,58.49,74595.53891588683
659,01/04/2021/13:50,19.7142,57.23,0.0885799999999999,480.6,59.52,74442.57911640094
664,01/04/2021/14:40,20.3425,56.13,0.08446,429.9,65.59,73572.68138632107
672,01/04/2021/16:00,20.5588,50.78,0.08343,212.4,208.6,74519.42884581437
673,01/04/2021/16:10,19.9099,51.38,0.08137,183.4,195.5,75318.95746642647
674,01/04/2021/16:20,19.6318,52.25,0.07828,217.7,245.4,72378.69407725608
676,01/04/2021/16:40,19.467,52.22,0.07828,177.7,208.0,72516.01761308698
677,01/04/2021/16:50,19.4155,52.78,0.07622,153.9,182.3,72879.20472809771
681,01/04/2021/17:30,18.437,58.32,0.07931,50.62,60.16,84643.11934785337
682,01/04/2021/17:40,18.241300000000003,58.66,0.07725,27.97,32.23,94020.12209351343
686,01/04/2021/18:20,16.6963,63.53,0.09373,3.239,3.356,99684.69625768831
687,01/04/2021/18:30,16.3873,64.66,0.08961,0.875,0.905,99652.12759845302
697,01/04/2021/20:10,13.9153,73.6,0.09064,0.062,0.119,100225.49458972763
702,01/04/2021/21:00,13.2355,78.6,0.07931,0.055,0.104,94408.49108804064
708,01/04/2021/22:00,12.9574,81.6,0.08446,0.062,0.089,86923.45600921955
709,01/04/2021/22:10,12.8441,83.1,0.08652,0.055,0.134,85865.87590135187
710,01/04/2021/22:20,13.2252,82.7,0.08755,0.059,0.119,86395.4591195397
712,01/04/2021/22:40,12.8029,81.7,0.08961,0.059,0.126,86231.32568498212
723,01/05/2021/00:30,11.1858,85.6,0.0885799999999999,0.059,0.115,64958.70104101456
724,01/05/2021/00:40,11.2064,85.7,0.08549,0.051,0.159,65979.34664352014
725,01/05/2021/00:50,11.1034,85.5,0.08446,0.073,0.134,65043.664578602926
729,01/05/2021/01:30,10.7017,86.7,0.08755,0.073,0.126,56338.88380881361
732,01/05/2021/02:00,10.6193,86.6,0.08755,0.077,0.171,53091.1131098983
733,01/05/2021/02:10,10.4339,86.7,0.08549,0.059,0.171,52534.05863435102
734,01/05/2021/02:20,10.1764,87.4,0.08549,0.066,0.148,52024.832011306295
736,01/05/2021/02:40,10.3103,87.4,0.08549,0.081,0.13,52091.04142946644
738,01/05/2021/03:00,10.691400000000002,87.0,0.08961,0.059,0.152,51705.41532795719
740,01/05/2021/03:20,10.4442,87.1,0.08652,0.055,0.141,51469.30879333943
741,01/05/2021/03:30,10.6811,87.2,0.09064,0.066,0.13,51610.76027755148
742,01/05/2021/03:40,10.7841,86.9,0.09167,0.066,0.167,51855.66319246047
743,01/05/2021/03:50,10.4957,87.0,0.09064,0.048,0.156,51723.1799224096
745,01/05/2021/04:10,10.2279,87.7,0.08652,0.037,0.252,50977.26493888532
746,01/05/2021/04:20,10.2794,88.2,0.09476,0.062,0.152,51609.59175909841
747,01/05/2021/04:30,10.3721,88.1,0.08755,0.059,0.174,51116.49055279606
748,01/05/2021/04:40,10.3309,88.8,0.08755,0.091,0.137,50771.43870102604
750,01/05/2021/05:00,10.2485,88.9,0.0824,0.04,0.156,52100.514294334425
754,01/05/2021/05:40,10.9798,88.6,0.08549,0.07,0.152,51909.753204097666
756,01/05/2021/06:00,11.0416,86.8,0.08652,0.07,0.111,55778.78241952067
758,01/05/2021/06:20,10.9695,86.8,0.08755,0.04,0.178,55808.20978177408
768,01/05/2021/08:00,11.433,81.7,0.08755,0.106,0.23,53254.14534699335
770,01/05/2021/08:20,10.9695,82.5,0.08652,3.089,2.908,54877.60449757129
771,01/05/2021/08:30,10.9386,83.6,0.08961,5.538,5.259,54836.23157374507
772,01/05/2021/08:40,11.3609,83.6,0.09167,12.6,12.03,55012.87355141457
773,01/05/2021/08:50,11.6699,82.4,0.08343,49.13,35.81,55956.88647690779
774,01/05/2021/09:00,12.1334,81.7,0.08961,78.7,52.65,60837.432254187515
776,01/05/2021/09:20,12.2776,79.0,0.08961,78.0,59.66,61080.61881004162
779,01/05/2021/09:50,12.875,77.4,0.0885799999999999,121.6,115.4,62868.84468072155
780,01/05/2021/10:00,13.287,76.1,0.08446,114.3,110.2,67667.06183583951
791,01/05/2021/11:50,15.8826,68.25,0.08755,182.0,176.0,73273.68780236383
793,01/05/2021/12:10,16.48,67.88,0.08549,268.5,218.2,73297.11195302238
800,01/05/2021/13:20,17.901400000000002,66.11,4.84924,244.2,234.6,72857.05814497833
802,01/05/2021/13:40,18.086800000000004,63.21,0.1442,168.6,165.6,73508.20072274136
807,01/05/2021/14:30,18.3031,62.07,0.08446,280.2,254.7,72014.74089464499
810,01/05/2021/15:00,18.1486,64.31,0.08549,181.4,183.2,70608.34413149962
811,01/05/2021/15:10,18.0353,65.34,0.08652,165.9,169.0,70816.67408747855
816,01/05/2021/16:00,17.8396,66.84,0.08549,143.1,142.8,70501.36292832362
817,01/05/2021/16:10,17.8396,67.01,0.08755,143.3,144.1,70549.74887135006
821,01/05/2021/16:50,17.705699999999997,68.68,0.0824,78.1,79.2,75050.12675196696
825,01/05/2021/17:30,17.4173,70.3,0.0885799999999999,38.2,39.13,86352.88718646916
827,01/05/2021/17:50,17.2216,72.1,0.08549,23.54,23.81,89802.75467950627
831,01/05/2021/18:30,16.4697,76.2,0.08549,0.608,0.668,97892.96261947113
833,01/05/2021/18:50,16.4285,75.9,0.08961,0.055,0.108,97933.06997197162
838,01/05/2021/19:40,15.7384,76.0,0.0885799999999999,0.059,0.111,97315.2931059497
839,01/05/2021/19:50,15.7796,75.6,0.08652,0.033,0.141,97372.56531511682
842,01/05/2021/20:20,15.8002,74.6,0.08755,0.044,0.156,97133.91398896198
843,01/05/2021/20:30,15.4603,75.9,0.08961,0.073,0.115,97225.52751729108
844,01/05/2021/20:40,15.1513,76.7,0.08961,0.073,0.096,97183.65979579726
847,01/05/2021/21:10,15.0483,77.3,0.09064,0.026,0.148,93014.38895663703
848,01/05/2021/21:20,15.0277,76.6,0.08961,0.081,0.111,95176.04723661815
850,01/05/2021/21:40,14.8423,77.8,0.08549,0.04,0.134,93128.72803768347
853,01/05/2021/22:10,14.9659,77.5,0.0885799999999999,0.055,0.137,87088.4438868108
857,01/05/2021/22:50,14.7496,78.0,0.0927,0.044,0.171,87226.71577207136
861,01/05/2021/23:30,15.0071,74.9,0.09167,0.07,0.134,76766.05164869738
862,01/05/2021/23:40,14.9865,73.8,0.08549,0.048,0.152,74572.7621982346
866,01/06/2021/00:20,14.5848,76.2,0.08549,0.04,0.137,64208.01763078307
873,01/06/2021/01:30,13.9256,78.3,0.08549,0.059,0.122,57213.42127005404
874,01/06/2021/01:40,13.802,78.8,0.08961,0.059,0.163,57962.72434765254
879,01/06/2021/02:30,12.7617,82.2,0.0885799999999999,0.088,0.122,52852.893836468575
883,01/06/2021/03:10,13.1428,80.6,0.09064,0.059,0.178,51182.42548046546
884,01/06/2021/03:20,13.0604,80.5,0.08652,0.059,0.126,51236.98156010077
890,01/06/2021/04:20,11.7111,84.6,0.09167,0.044,0.171,50928.82950650893
892,01/06/2021/04:40,11.814100000000002,84.4,0.0885799999999999,0.055,0.152,50942.57714697314
896,01/06/2021/05:20,11.8038,83.9,0.08755,0.029,0.122,52743.0442904791
898,01/06/2021/05:40,11.5875,83.6,0.08961,0.048,0.152,52506.38394680545
902,01/06/2021/06:20,10.9283,84.6,0.0885799999999999,0.066,0.167,55755.62971055409
904,01/06/2021/06:40,10.918,84.3,0.09167,0.066,0.141,55735.250774031156
911,01/06/2021/07:50,10.7223,84.6,0.0927,0.066,0.148,51671.08888595566
913,01/06/2021/08:10,10.712000000000002,85.1,0.0927,0.593,0.53,51844.33760666974
914,01/06/2021/08:20,10.7841,85.0,0.09167,4.216,3.95,52951.55671779374
918,01/06/2021/09:00,10.7429,83.9,0.08755,76.5,51.8,60247.00408036282
919,01/06/2021/09:10,10.8871,83.4,0.08755,63.67,38.59,61216.183538697005
